inventory_id,item_id,warehouse_id,stock_level,reorder_point,reorder_frequency_days,lead_time_days,last_restock_date,stockout_count_last_month,turnover_ratio
1187,ITM11186,WH_L15,158,47,3,8,2024-11-11,4,13.76
1188,ITM11187,WH_L99,205,47,10,8,2024-05-05,0,2.17
1189,ITM11188,WH_L52,204,70,10,9,2024-11-27,1,10.06
1190,ITM11189,WH_L66,224,53,11,8,2024-05-31,7,6.92
1191,ITM11190,WH_L1,279,95,8,7,2024-09-12,7,13.9
1192,ITM11191,WH_L85,233,53,14,6,2024-07-29,7,14.0
1193,ITM11192,WH_L70,275,83,3,9,2024-10-08,4,11.99
1194,ITM11193,WH_L60,154,71,11,2,2024-09-02,7,2.38
1195,ITM11194,WH_L53,80,15,14,5,2024-02-01,8,1.35
1196,ITM11195,WH_L7,382,26,5,5,2024-02-14,3,2.91
1197,ITM11196,WH_L25,329,60,13,9,2024-05-23,3,5.51
1198,ITM11197,WH_L67,107,47,8,9,2024-07-15,6,4.38
1199,ITM11198,WH_L47,343,33,12,2,2024-03-11,4,6.18
1200,ITM11199,WH_L80,495,60,12,8,2024-08-02,9,3.0
1201,ITM11200,WH_L97,226,19,13,5,2024-04-12,0,11.54
1202,ITM11201,WH_L64,148,81,14,7,2024-11-25,7,12.83
1203,ITM11202,WH_L81,330,30,11,9,2024-09-26,3,7.83
1204,ITM11203,WH_L57,22,79,13,6,2024-05-07,7,14.39
1205,ITM11204,WH_L98,481,94,5,5,2024-11-18,1,2.68
1206,ITM11205,WH_L7,441,66,7,7,2024-10-05,3,2.48
1207,ITM11206,WH_L27,261,48,7,6,2024-01-10,1,3.81
1208,ITM11207,WH_L35,140,97,12,9,2024-07-14,4,14.75
1209,ITM11208,WH_L71,404,42,9,7,2024-07-02,9,6.83
1210,ITM11209,WH_L17,121,68,6,2,2024-09-02,9,13.94
1211,ITM11210,WH_L37,57,27,13,9,2024-10-05,7,3.83
1212,ITM11211,WH_L57,360,65,6,3,2024-09-05,6,12.85
1213,ITM11212,WH_L90,432,66,9,2,2024-06-25,4,5.34
1214,ITM11213,WH_L63,152,85,11,5,2024-10-16,6,11.28
1215,ITM11214,WH_L16,221,57,13,6,2024-09-14,4,14.64
1216,ITM11215,WH_L4,367,51,6,7,2024-06-13,6,14.06
1217,ITM11216,WH_L81,40,36,6,5,2024-07-17,3,12.64
1218,ITM11217,WH_L78,261,83,8,5,2024-05-18,3,1.7
1219,ITM11218,WH_L31,474,61,8,9,2024-04-02,9,9.51
1220,ITM11219,WH_L91,470,51,9,3,2024-01-14,3,12.7
1221,ITM11220,WH_L21,128,41,3,8,2024-06-12,7,6.59
1222,ITM11221,WH_L40,322,35,13,5,2024-11-01,0,11.24
1223,ITM11222,WH_L71,103,34,5,3,2024-04-22,9,2.93
1224,ITM11223,WH_L2,102,84,11,6,2024-01-16,4,3.47
1225,ITM11224,WH_L71,310,32,8,6,2024-05-23,9,10.01
1226,ITM11225,WH_L53,471,66,8,7,2024-01-30,1,7.12
1227,ITM11226,WH_L12,88,61,7,8,2024-08-29,9,4.06
1228,ITM11227,WH_L29,148,96,13,3,2024-09-28,3,4.96
1229,ITM11228,WH_L15,215,40,5,2,2024-07-02,4,9.66
1230,ITM11229,WH_L60,159,73,13,6,2024-10-26,7,11.16
1231,ITM11230,WH_L16,463,80,7,9,2024-04-29,1,3.91
1232,ITM11231,WH_L83,302,42,3,8,2024-03-22,1,14.37
1233,ITM11232,WH_L20,331,94,5,7,2024-02-21,1,1.11
1234,ITM11233,WH_L64,253,11,6,2,2024-05-06,7,10.8
1235,ITM11234,WH_L92,42,27,7,6,2024-12-02,2,5.07
1236,ITM11235,WH_L38,172,56,12,6,2024-05-03,4,7.7
1237,ITM11236,WH_L66,296,42,11,7,2024-05-16,1,8.98
1238,ITM11237,WH_L91,80,93,6,7,2024-09-30,5,8.86
1239,ITM11238,WH_L35,338,44,5,4,2024-01-29,9,11.87
1240,ITM11239,WH_L54,397,60,12,9,2024-04-22,5,12.53
1241,ITM11240,WH_L62,71,27,3,5,2024-10-21,1,2.03
1242,ITM11241,WH_L61,363,97,12,5,2024-07-17,3,10.84
1243,ITM11242,WH_L32,172,81,8,2,2024-06-30,1,6.59
1244,ITM11243,WH_L59,256,39,9,5,2024-03-29,9,12.46
1245,ITM11244,WH_L71,330,53,12,2,2024-03-31,3,9.52
1246,ITM11245,WH_L19,321,62,10,8,2024-05-01,6,1.14
1247,ITM11246,WH_L50,51,19,14,6,2024-10-30,4,10.33
1248,ITM11247,WH_L25,74,96,3,4,2024-06-11,9,13.96
1249,ITM11248,WH_L77,371,61,14,4,2024-12-23,3,2.16
1250,ITM11249,WH_L66,408,58,6,9,2024-07-02,9,7.92
1251,ITM11250,WH_L96,55,20,13,9,2024-10-29,9,9.76
1252,ITM11251,WH_L18,129,75,7,6,2024-01-15,2,3.74
1253,ITM11252,WH_L9,196,67,4,7,2024-12-26,5,10.11
1254,ITM11253,WH_L36,381,99,3,9,2024-12-24,1,1.7
1255,ITM11254,WH_L99,333,45,10,9,2024-06-29,3,13.68
1256,ITM11255,WH_L54,314,42,8,3,2024-10-17,7,11.68
1257,ITM11256,WH_L44,355,56,7,3,2024-10-15,1,14.17
1258,ITM11257,WH_L65,116,22,11,5,2024-03-13,8,6.86
1259,ITM11258,WH_L35,388,49,13,7,2024-10-15,1,1.48
1260,ITM11259,WH_L1,232,98,13,2,2024-04-06,7,5.78
1261,ITM11260,WH_L37,336,77,4,8,2024-09-09,7,8.22
1262,ITM11261,WH_L93,156,51,12,4,2024-10-04,6,14.1
1263,ITM11262,WH_L39,25,28,14,5,2024-06-07,9,13.36
1264,ITM11263,WH_L76,128,91,10,9,2024-03-30,5,9.32
1265,ITM11264,WH_L75,54,28,13,6,2024-09-08,0,11.22
1266,ITM11265,WH_L85,58,67,12,7,2024-01-20,1,14.35
1267,ITM11266,WH_L63,169,32,11,9,2024-02-16,6,12.91
1268,ITM11267,WH_L20,444,63,3,4,2024-01-29,3,10.22
1269,ITM11268,WH_L58,137,89,9,2,2024-04-29,8,8.56
1270,ITM11269,WH_L69,280,74,10,2,2024-11-04,2,7.66
1271,ITM11270,WH_L62,445,21,5,3,2024-04-22,3,11.59
1272,ITM11271,WH_L45,106,33,6,5,2024-01-11,2,12.32
1273,ITM11272,WH_L43,484,43,5,9,2024-09-26,6,4.05
1274,ITM11273,WH_L71,95,62,9,6,2024-09-01,1,7.64
1275,ITM11274,WH_L98,490,17,11,4,2024-01-01,9,11.8
1276,ITM11275,WH_L70,483,27,5,9,2024-06-18,1,10.46
1277,ITM11276,WH_L49,470,66,8,8,2024-11-10,1,9.28
1278,ITM11277,WH_L59,433,14,10,2,2024-04-13,3,5.53
1279,ITM11278,WH_L42,332,35,8,9,2024-03-07,7,9.53
1280,ITM11279,WH_L25,402,39,4,4,2024-06-23,7,9.57
1281,ITM11280,WH_L90,233,63,9,6,2024-03-31,7,7.05
1282,ITM11281,WH_L31,476,22,4,4,2024-06-14,7,14.44
1283,ITM11282,WH_L74,304,92,4,5,2024-01-31,6,10.14
1284,ITM11283,WH_L50,258,38,4,3,2024-01-12,5,12.91
1285,ITM11284,WH_L30,184,12,13,4,2024-03-16,6,2.81
1286,ITM11285,WH_L100,106,99,3,7,2024-10-27,4,11.59
1287,ITM11286,WH_L53,160,67,13,9,2024-12-26,7,9.43
1288,ITM11287,WH_L6,179,85,3,3,2024-03-13,1,5.32
1289,ITM11288,WH_L41,65,11,9,6,2024-02-26,4,2.91
1290,ITM11289,WH_L96,391,84,14,3,2024-09-26,6,6.32
1291,ITM11290,WH_L61,131,37,7,4,2024-07-05,8,7.18
1292,ITM11291,WH_L91,426,91,13,4,2024-02-07,9,2.97
1293,ITM11292,WH_L49,64,86,5,7,2024-07-10,0,10.38
1294,ITM11293,WH_L50,420,95,3,2,2024-12-26,8,5.3
1295,ITM11294,WH_L85,266,85,13,9,2024-12-05,2,12.28
1296,ITM11295,WH_L84,123,11,12,7,2024-07-21,0,10.08
1297,ITM11296,WH_L20,104,16,8,4,2024-10-27,6,5.35
1298,ITM11297,WH_L64,469,35,13,8,2024-02-21,2,6.04
1299,ITM11298,WH_L5,153,99,3,3,2024-06-21,7,14.19
1300,ITM11299,WH_L17,127,97,11,7,2024-06-03,1,14.27
1301,ITM11300,WH_L65,37,85,4,7,2024-06-14,3,6.86
1302,ITM11301,WH_L76,113,25,3,9,2024-03-10,1,10.51
1303,ITM11302,WH_L43,169,32,14,8,2024-03-21,3,14.72
1304,ITM11303,WH_L13,265,49,9,8,2024-08-11,0,14.92
1305,ITM11304,WH_L57,308,69,8,8,2024-11-23,9,2.01
1306,ITM11305,WH_L13,433,82,8,9,2024-09-06,4,8.75
1307,ITM11306,WH_L68,228,41,7,2,2024-11-28,2,11.17
1308,ITM11307,WH_L59,145,24,13,4,2024-06-11,8,3.62
1309,ITM11308,WH_L2,254,22,6,4,2024-03-30,3,12.51
1310,ITM11309,WH_L93,435,14,13,6,2024-12-28,5,7.56
1311,ITM11310,WH_L19,445,84,6,9,2024-10-14,8,7.97
1312,ITM11311,WH_L53,481,83,5,2,2024-12-21,1,4.84
1313,ITM11312,WH_L84,141,61,12,6,2024-11-10,6,5.2
1314,ITM11313,WH_L20,157,86,10,6,2024-07-01,2,2.18
1315,ITM11314,WH_L10,134,50,9,6,2024-04-24,0,14.04
1316,ITM11315,WH_L61,439,62,11,9,2024-12-06,8,6.35
1317,ITM11316,WH_L34,181,59,3,5,2024-10-28,8,3.27
1318,ITM11317,WH_L44,220,24,9,6,2024-03-30,3,2.99
1319,ITM11318,WH_L80,253,16,12,7,2024-07-12,8,6.7
1320,ITM11319,WH_L89,47,49,6,3,2024-06-06,6,9.85
1321,ITM11320,WH_L51,30,37,9,7,2024-12-18,3,11.89
1322,ITM11321,WH_L84,225,41,14,7,2024-05-30,1,13.94
1323,ITM11322,WH_L11,186,24,3,4,2024-03-06,4,9.9
1324,ITM11323,WH_L43,266,94,7,5,2024-03-31,7,6.89
1325,ITM11324,WH_L87,66,79,5,9,2024-01-01,9,6.91
1326,ITM11325,WH_L69,265,74,7,6,2024-12-25,9,9.04
1327,ITM11326,WH_L49,146,13,6,4,2024-10-20,5,8.53
1328,ITM11327,WH_L41,166,20,4,2,2024-07-19,4,9.97
1329,ITM11328,WH_L81,137,35,13,2,2024-10-17,3,8.05
1330,ITM11329,WH_L92,418,70,6,9,2024-01-17,5,1.83
1331,ITM11330,WH_L98,401,46,5,4,2024-04-03,2,8.01
1332,ITM11331,WH_L63,431,32,3,3,2024-11-04,1,1.32
1333,ITM11332,WH_L70,171,94,14,9,2024-06-11,0,3.53
1334,ITM11333,WH_L5,91,49,12,4,2024-11-09,8,6.42
1335,ITM11334,WH_L80,382,86,10,4,2024-04-23,0,8.72
1336,ITM11335,WH_L9,156,32,7,5,2024-11-23,3,3.59
1337,ITM11336,WH_L31,194,25,6,9,2024-10-16,5,4.87
1338,ITM11337,WH_L81,308,70,12,2,2024-02-23,8,6.24
1339,ITM11338,WH_L88,465,77,14,2,2024-09-11,3,3.76
1340,ITM11339,WH_L37,38,89,7,6,2024-03-13,6,14.98
1341,ITM11340,WH_L30,214,40,6,7,2024-06-18,6,12.27
1342,ITM11341,WH_L96,349,62,5,9,2024-02-09,5,12.35
1343,ITM11342,WH_L12,443,34,7,4,2024-05-01,8,8.96
1344,ITM11343,WH_L56,194,53,6,9,2024-06-26,9,14.46
1345,ITM11344,WH_L13,468,21,3,4,2024-06-12,6,11.25
1346,ITM11345,WH_L98,432,99,14,3,2024-03-26,2,5.63
1347,ITM11346,WH_L82,453,18,5,9,2024-11-21,5,9.55
1348,ITM11347,WH_L91,373,21,12,8,2024-02-15,6,8.61
1349,ITM11348,WH_L13,160,78,12,8,2024-12-28,6,9.12
1350,ITM11349,WH_L57,265,63,10,2,2024-12-09,5,12.45
1351,ITM11350,WH_L22,404,63,9,3,2024-11-23,2,8.13
1352,ITM11351,WH_L89,437,37,4,5,2024-06-20,5,11.2
1353,ITM11352,WH_L39,112,65,3,6,2024-08-16,1,4.51
1354,ITM11353,WH_L4,451,78,5,3,2024-01-06,9,14.05
1355,ITM11354,WH_L6,258,86,7,2,2024-05-15,0,2.21
1356,ITM11355,WH_L42,224,67,12,5,2024-04-17,7,14.91
1357,ITM11356,WH_L8,67,87,13,4,2024-05-07,2,9.86
1358,ITM11357,WH_L38,452,84,14,5,2024-12-20,7,7.58
1359,ITM11358,WH_L46,264,51,3,7,2024-02-04,2,5.35
1360,ITM11359,WH_L48,339,47,5,9,2024-06-28,1,6.67
1361,ITM11360,WH_L56,336,77,5,3,2024-05-11,7,11.95
1362,ITM11361,WH_L19,432,62,7,2,2024-02-25,2,2.95
1363,ITM11362,WH_L32,314,42,5,3,2024-01-01,7,4.54
1364,ITM11363,WH_L68,147,80,11,4,2024-01-25,1,2.73
1365,ITM11364,WH_L53,363,65,3,8,2024-07-16,3,6.97
1366,ITM11365,WH_L73,301,81,6,4,2024-08-12,8,6.42
1367,ITM11366,WH_L88,36,60,12,2,2024-08-02,0,10.08
1368,ITM11367,WH_L24,90,83,12,7,2024-03-26,1,14.94
1369,ITM11368,WH_L22,288,52,6,6,2024-07-30,1,13.49
1370,ITM11369,WH_L23,344,24,3,9,2024-09-09,8,13.33
1371,ITM11370,WH_L11,301,47,4,9,2024-07-12,9,10.04
1372,ITM11371,WH_L79,324,24,13,5,2024-06-28,4,4.79
1373,ITM11372,WH_L49,470,14,3,5,2024-10-06,3,6.38
1374,ITM11373,WH_L80,26,92,8,4,2024-07-11,9,4.5
1375,ITM11374,WH_L88,333,63,5,3,2024-02-21,9,2.89
1376,ITM11375,WH_L31,324,60,9,8,2024-09-02,3,7.1
1377,ITM11376,WH_L64,122,19,7,3,2024-10-22,6,13.57
1378,ITM11377,WH_L75,328,21,11,7,2024-11-29,2,11.41
1379,ITM11378,WH_L19,212,13,9,6,2024-12-17,8,14.79
1380,ITM11379,WH_L30,260,27,6,9,2024-04-25,4,3.73
1381,ITM11380,WH_L60,81,89,7,3,2024-03-24,8,8.01
1382,ITM11381,WH_L82,36,45,7,9,2024-08-19,0,12.1
1383,ITM11382,WH_L33,190,34,13,5,2024-02-07,9,7.45
1384,ITM11383,WH_L59,44,96,7,9,2024-01-18,7,5.97
1385,ITM11384,WH_L33,270,85,12,8,2024-05-30,1,12.42
1386,ITM11385,WH_L86,272,45,11,9,2024-01-11,7,7.02
1387,ITM11386,WH_L2,406,76,12,3,2024-06-12,3,13.78
1388,ITM11387,WH_L60,226,18,5,8,2024-05-13,1,4.76
1389,ITM11388,WH_L37,48,70,8,9,2024-02-23,1,13.55
1390,ITM11389,WH_L87,136,62,10,6,2024-02-07,5,4.9
1391,ITM11390,WH_L70,435,27,13,5,2024-06-24,2,5.05
1392,ITM11391,WH_L21,301,52,11,9,2024-03-28,9,6.89
1393,ITM11392,WH_L10,399,44,9,8,2024-07-11,2,8.22
1394,ITM11393,WH_L57,163,72,14,3,2024-03-23,8,6.86
1395,ITM11394,WH_L45,44,87,5,5,2024-02-08,4,13.07
1396,ITM11395,WH_L76,329,13,3,4,2024-10-07,6,12.14
1397,ITM11396,WH_L39,175,50,6,4,2024-02-17,4,5.34
1398,ITM11397,WH_L82,92,54,8,7,2024-06-22,1,8.16
1399,ITM11398,WH_L55,139,59,5,4,2024-10-31,7,7.03
1400,ITM11399,WH_L89,331,88,3,3,2024-11-10,8,1.78
1401,ITM11400,WH_L33,340,37,8,6,2024-09-04,1,11.47
1402,ITM11401,WH_L59,112,51,3,5,2024-12-26,1,3.54
1403,ITM11402,WH_L39,105,89,11,8,2024-01-16,3,14.08
1404,ITM11403,WH_L26,355,85,13,2,2024-08-08,7,6.57
1405,ITM11404,WH_L50,444,78,14,4,2024-11-30,4,9.71
1406,ITM11405,WH_L62,383,10,3,4,2024-03-25,4,12.46
1407,ITM11406,WH_L14,454,48,8,2,2024-11-06,6,3.52
1408,ITM11407,WH_L31,137,99,3,8,2024-08-10,3,8.58
1409,ITM11408,WH_L49,252,26,14,8,2024-03-21,8,4.32
1410,ITM11409,WH_L74,218,97,9,2,2024-01-28,3,8.14
1411,ITM11410,WH_L46,225,44,5,8,2024-02-21,7,9.11
1412,ITM11411,WH_L74,432,55,8,3,2024-06-18,2,3.37
1413,ITM11412,WH_L38,358,51,9,8,2024-04-15,5,9.13
1414,ITM11413,WH_L90,166,48,3,5,2024-04-07,0,7.37
1415,ITM11414,WH_L38,469,99,3,8,2024-07-28,6,8.31
1416,ITM11415,WH_L3,444,58,7,9,2024-12-22,6,13.67
1417,ITM11416,WH_L85,448,71,8,9,2024-10-10,1,7.77
1418,ITM11417,WH_L51,290,47,11,4,2024-10-03,4,7.67
1419,ITM11418,WH_L36,406,32,3,6,2024-05-15,3,7.59
1420,ITM11419,WH_L2,158,31,6,3,2024-12-04,9,9.72
1421,ITM11420,WH_L73,200,13,12,3,2024-05-24,8,6.15
1422,ITM11421,WH_L88,449,58,10,8,2024-06-01,1,12.22
1423,ITM11422,WH_L100,49,68,12,6,2024-05-01,2,5.0
1424,ITM11423,WH_L96,76,82,11,6,2024-02-19,0,5.19
1425,ITM11424,WH_L7,251,77,5,7,2024-01-26,9,9.24
1426,ITM11425,WH_L78,165,80,13,6,2024-07-20,4,4.64
1427,ITM11426,WH_L96,454,96,4,8,2024-10-19,2,2.26
1428,ITM11427,WH_L64,403,11,6,8,2024-10-08,3,3.88
1429,ITM11428,WH_L37,67,58,4,2,2024-09-08,3,13.79
1430,ITM11429,WH_L100,213,97,3,4,2024-03-19,5,1.15
1431,ITM11430,WH_L30,243,40,14,9,2024-01-28,9,2.87
1432,ITM11431,WH_L78,155,49,5,7,2024-07-03,6,11.61
1433,ITM11432,WH_L46,41,57,9,8,2024-01-02,6,14.72
1434,ITM11433,WH_L29,25,60,3,2,2024-08-06,7,10.63
1435,ITM11434,WH_L82,223,52,4,7,2024-02-14,2,13.91
1436,ITM11435,WH_L25,258,64,3,4,2024-05-30,4,12.97
1437,ITM11436,WH_L80,204,97,10,7,2024-12-04,9,7.72
1438,ITM11437,WH_L33,379,58,7,2,2024-11-16,5,5.67
1439,ITM11438,WH_L87,311,99,10,5,2024-11-03,5,9.85
1440,ITM11439,WH_L97,354,89,5,9,2024-09-02,7,8.47
1441,ITM11440,WH_L93,239,66,14,8,2024-04-12,4,1.36
1442,ITM11441,WH_L99,135,86,9,9,2024-02-19,4,14.4
1443,ITM11442,WH_L85,332,24,10,4,2024-01-14,0,8.98
1444,ITM11443,WH_L88,68,36,8,3,2024-04-15,0,13.24
1445,ITM11444,WH_L18,192,77,9,4,2024-03-28,5,11.28
1446,ITM11445,WH_L81,101,89,14,4,2024-11-22,9,5.77
1447,ITM11446,WH_L13,341,73,4,4,2024-05-29,9,13.62
1448,ITM11447,WH_L81,352,39,10,5,2024-02-11,4,12.07
1449,ITM11448,WH_L83,64,45,7,8,2024-08-30,9,7.02
1450,ITM11449,WH_L6,354,76,9,2,2024-02-29,5,12.77
1451,ITM11450,WH_L40,39,95,3,8,2024-06-06,8,4.8
1452,ITM11451,WH_L57,467,95,7,3,2024-07-22,7,10.39
1453,ITM11452,WH_L5,240,58,3,2,2024-08-29,6,2.6
1454,ITM11453,WH_L75,142,85,14,7,2024-09-07,6,13.12
1455,ITM11454,WH_L47,253,64,10,7,2024-12-04,5,11.21
1456,ITM11455,WH_L94,240,94,6,7,2024-05-15,5,3.14
1457,ITM11456,WH_L17,342,65,6,2,2024-02-16,0,1.3
1458,ITM11457,WH_L12,358,77,4,6,2024-11-24,6,6.46
1459,ITM11458,WH_L38,22,53,7,5,2024-10-05,4,10.45
1460,ITM11459,WH_L42,201,40,3,6,2024-07-17,6,4.96
1461,ITM11460,WH_L96,225,67,11,8,2024-04-04,5,14.63
1462,ITM11461,WH_L54,339,96,7,7,2024-07-08,7,14.09
1463,ITM11462,WH_L23,59,62,8,5,2024-07-14,2,9.37
1464,ITM11463,WH_L26,78,93,4,2,2024-07-08,7,5.42
1465,ITM11464,WH_L17,458,88,12,7,2024-04-05,6,13.55
1466,ITM11465,WH_L70,81,32,12,2,2024-08-16,0,12.25
1467,ITM11466,WH_L47,151,37,3,5,2024-01-23,2,2.21
1468,ITM11467,WH_L68,79,25,6,2,2024-05-14,9,7.67
1469,ITM11468,WH_L65,391,46,9,2,2024-08-13,3,14.74
1470,ITM11469,WH_L35,350,30,8,3,2024-08-26,8,7.35
1471,ITM11470,WH_L22,141,88,12,8,2024-05-14,5,14.06
1472,ITM11471,WH_L33,498,26,3,6,2024-04-25,6,14.68
1473,ITM11472,WH_L62,126,46,3,9,2024-05-17,4,6.42
1474,ITM11473,WH_L38,115,86,10,6,2024-10-15,2,14.5
1475,ITM11474,WH_L96,366,28,6,6,2024-02-01,4,2.93
1476,ITM11475,WH_L44,433,39,7,4,2024-03-18,6,3.24
1477,ITM11476,WH_L15,254,54,9,3,2024-12-22,8,4.87
1478,ITM11477,WH_L60,405,27,10,9,2024-12-07,8,7.55
1479,ITM11478,WH_L10,81,87,12,7,2024-02-19,7,3.53
1480,ITM11479,WH_L19,275,71,9,7,2024-02-13,4,5.76
1481,ITM11480,WH_L97,68,45,4,7,2024-12-08,6,2.45
1482,ITM11481,WH_L29,412,93,6,6,2024-06-25,3,7.02
1483,ITM11482,WH_L87,367,61,12,8,2024-10-04,9,12.58
1484,ITM11483,WH_L93,178,28,14,6,2024-07-30,4,9.33
1485,ITM11484,WH_L87,143,53,3,9,2024-10-28,3,12.34
1486,ITM11485,WH_L51,336,16,12,8,2024-04-26,2,2.9
1487,ITM11486,WH_L72,226,53,11,3,2024-10-10,0,6.59
1488,ITM11487,WH_L47,67,77,5,8,2024-02-01,4,1.55
1489,ITM11488,WH_L12,428,43,14,9,2024-07-17,1,6.18
1490,ITM11489,WH_L51,439,75,5,2,2024-09-24,5,9.6
1491,ITM11490,WH_L2,155,78,12,6,2024-08-02,4,8.96
1492,ITM11491,WH_L34,220,64,11,7,2024-10-01,1,1.84
1493,ITM11492,WH_L69,269,19,12,2,2024-12-17,7,1.87
1494,ITM11493,WH_L16,333,51,5,6,2024-08-31,4,5.27
1495,ITM11494,WH_L59,376,50,10,5,2024-10-20,1,11.8
1496,ITM11495,WH_L48,387,86,4,4,2024-04-30,0,1.29
1497,ITM11496,WH_L87,448,78,5,6,2024-08-31,1,9.62
1498,ITM11497,WH_L96,337,19,4,5,2024-06-02,0,3.57
1499,ITM11498,WH_L87,314,19,3,9,2024-02-10,9,14.22
1500,ITM11499,WH_L34,499,69,4,3,2024-07-21,9,7.02
1501,ITM11500,WH_L75,333,60,10,5,2024-01-18,2,1.67
1502,ITM11501,WH_L49,228,30,11,3,2024-09-14,2,10.99
1503,ITM11502,WH_L82,374,17,4,6,2024-10-19,9,7.78
1504,ITM11503,WH_L48,230,74,9,3,2024-09-21,0,13.34
1505,ITM11504,WH_L14,211,87,7,5,2024-10-19,6,10.13
1506,ITM11505,WH_L87,63,94,5,8,2024-12-12,9,10.7
1507,ITM11506,WH_L30,48,39,11,4,2024-11-13,6,11.74
1508,ITM11507,WH_L61,78,94,8,2,2024-03-16,8,6.88
1509,ITM11508,WH_L4,90,58,13,2,2024-03-02,4,12.1
1510,ITM11509,WH_L80,111,18,3,4,2024-08-17,3,1.71
1511,ITM11510,WH_L72,284,26,7,7,2024-03-29,4,11.72
1512,ITM11511,WH_L42,402,78,9,2,2024-03-26,7,9.91
1513,ITM11512,WH_L79,239,67,6,9,2024-04-18,7,8.93
1514,ITM11513,WH_L29,409,66,10,6,2024-04-08,3,5.45
1515,ITM11514,WH_L83,432,71,12,7,2024-03-05,7,2.6
1516,ITM11515,WH_L9,461,61,7,6,2024-01-22,3,10.06
1517,ITM11516,WH_L82,420,70,11,5,2024-08-04,3,7.6
1518,ITM11517,WH_L60,419,49,11,9,2024-02-10,7,4.05
1519,ITM11518,WH_L90,234,47,11,5,2024-12-15,1,1.61
1520,ITM11519,WH_L39,498,52,3,7,2024-08-10,3,8.54
1521,ITM11520,WH_L84,406,72,4,7,2024-04-13,0,2.77
1522,ITM11521,WH_L53,296,28,5,9,2024-11-17,0,14.01
1523,ITM11522,WH_L15,83,59,6,9,2024-03-16,7,3.11
1524,ITM11523,WH_L18,365,42,12,7,2024-10-31,3,1.45
1525,ITM11524,WH_L6,311,22,11,7,2024-05-12,5,4.67
1526,ITM11525,WH_L5,264,87,12,3,2024-06-12,4,3.45
1527,ITM11526,WH_L39,489,71,8,8,2024-02-04,9,12.08
1528,ITM11527,WH_L64,81,52,3,7,2024-02-14,5,5.05
1529,ITM11528,WH_L15,445,58,14,9,2024-07-17,3,4.43
1530,ITM11529,WH_L13,351,45,11,8,2024-10-11,3,14.93
1531,ITM11530,WH_L31,189,19,8,7,2024-07-22,6,3.1
1532,ITM11531,WH_L69,464,15,6,5,2024-10-09,0,2.19
1533,ITM11532,WH_L18,288,66,6,6,2024-06-15,8,5.28
1534,ITM11533,WH_L50,286,10,5,8,2024-05-21,9,6.67
1535,ITM11534,WH_L59,73,80,9,5,2024-09-23,2,11.65
1536,ITM11535,WH_L48,35,67,5,2,2024-08-22,3,14.38
1537,ITM11536,WH_L86,27,30,4,9,2024-01-07,8,11.69
1538,ITM11537,WH_L96,123,89,12,3,2024-12-24,4,11.17
1539,ITM11538,WH_L90,78,65,10,3,2024-11-15,3,14.88
1540,ITM11539,WH_L70,332,96,6,6,2024-10-27,5,11.72
1541,ITM11540,WH_L54,59,29,10,7,2024-09-24,0,2.95
1542,ITM11541,WH_L76,256,63,3,5,2024-08-02,9,7.46
1543,ITM11542,WH_L96,462,34,7,2,2024-02-27,0,8.05
1544,ITM11543,WH_L94,405,37,11,5,2024-07-31,4,5.27
1545,ITM11544,WH_L20,113,14,3,9,2024-03-17,4,3.3
1546,ITM11545,WH_L54,241,30,13,9,2024-03-16,8,10.96
1547,ITM11546,WH_L84,223,27,6,7,2024-10-17,0,4.88
1548,ITM11547,WH_L13,157,56,8,7,2024-10-28,2,9.75
1549,ITM11548,WH_L63,319,79,12,9,2024-10-25,2,5.52
1550,ITM11549,WH_L79,414,66,10,4,2024-02-21,3,8.09
1551,ITM11550,WH_L53,226,28,5,9,2024-02-24,6,5.72
1552,ITM11551,WH_L36,355,74,7,5,2024-10-15,6,6.76
1553,ITM11552,WH_L5,100,12,9,6,2024-02-21,9,11.25
1554,ITM11553,WH_L89,237,51,3,5,2024-05-26,4,13.37
1555,ITM11554,WH_L48,21,30,9,3,2024-10-01,8,8.12
1556,ITM11555,WH_L28,197,49,14,2,2024-06-25,6,9.54
1557,ITM11556,WH_L57,415,76,13,8,2024-07-29,1,13.1
1558,ITM11557,WH_L57,390,34,10,6,2024-05-15,2,3.01
1559,ITM11558,WH_L31,365,64,10,4,2024-07-15,6,3.27
1560,ITM11559,WH_L47,298,93,11,2,2024-12-01,4,6.03
1561,ITM11560,WH_L13,165,61,8,2,2024-09-05,6,5.33
1562,ITM11561,WH_L88,337,53,14,8,2024-10-19,8,14.81
1563,ITM11562,WH_L48,243,94,8,3,2024-11-07,8,8.9
1564,ITM11563,WH_L70,388,65,4,3,2024-08-30,2,8.33
1565,ITM11564,WH_L83,403,64,5,3,2024-01-20,7,9.1
1566,ITM11565,WH_L46,81,96,6,6,2024-03-29,5,13.25
1567,ITM11566,WH_L8,313,79,6,5,2024-05-21,3,4.41
1568,ITM11567,WH_L51,258,86,10,2,2024-07-25,3,8.15
1569,ITM11568,WH_L36,214,96,3,5,2024-03-14,3,4.79
1570,ITM11569,WH_L25,185,82,12,5,2024-11-12,6,11.93
1571,ITM11570,WH_L16,470,90,6,3,2024-11-07,5,11.88
1572,ITM11571,WH_L59,241,75,13,5,2024-12-14,1,14.4
