operations_id,item_id,warehouse_id,picking_time_seconds,order_fulfillment_rate,KPI_score
1713,ITM11712,WH_L8,23,0.84,0.592
1714,ITM11713,WH_L76,46,0.94,0.533
1715,ITM11714,WH_L72,36,0.97,0.548
1716,ITM11715,WH_L72,161,0.72,0.564
1717,ITM11716,WH_L43,73,0.79,0.63
1718,ITM11717,WH_L86,79,0.79,0.737
1719,ITM11718,WH_L16,163,1.0,0.513
1720,ITM11719,WH_L53,24,0.87,0.634
1721,ITM11720,WH_L46,38,0.96,0.662
1722,ITM11721,WH_L86,83,0.83,0.653
1723,ITM11722,WH_L97,37,0.92,0.562
1724,ITM11723,WH_L55,68,0.79,0.538
1725,ITM11724,WH_L93,82,0.97,0.744
1726,ITM11725,WH_L7,158,0.84,0.71
1727,ITM11726,WH_L37,19,0.94,0.591
1728,ITM11727,WH_L77,141,0.78,0.733
1729,ITM11728,WH_L40,71,0.91,0.638
1730,ITM11729,WH_L46,141,0.82,0.702
1731,ITM11730,WH_L14,136,0.71,0.425
1732,ITM11731,WH_L74,15,0.82,0.549
1733,ITM11732,WH_L65,89,0.87,0.595
1734,ITM11733,WH_L28,81,0.75,0.617
1735,ITM11734,WH_L20,25,0.76,0.432
1736,ITM11735,WH_L85,47,0.84,0.636
1737,ITM11736,WH_L62,74,0.8,0.69
1738,ITM11737,WH_L29,135,0.83,0.39
1739,ITM11738,WH_L14,92,0.84,0.576
1740,ITM11739,WH_L45,26,0.74,0.705
1741,ITM11740,WH_L72,122,0.75,0.629
1742,ITM11741,WH_L48,165,0.95,0.502
1743,ITM11742,WH_L15,149,0.75,0.467
1744,ITM11743,WH_L98,79,0.9,0.835
1745,ITM11744,WH_L36,80,0.83,0.537
1746,ITM11745,WH_L74,140,0.99,0.67
1747,ITM11746,WH_L29,58,0.72,0.558
1748,ITM11747,WH_L55,30,0.95,0.708
1749,ITM11748,WH_L72,145,0.85,0.506
1750,ITM11749,WH_L99,73,0.7,0.608
1751,ITM11750,WH_L80,167,0.78,0.608
1752,ITM11751,WH_L79,41,0.82,0.529
1753,ITM11752,WH_L87,29,0.79,0.479
1754,ITM11753,WH_L83,25,0.81,0.718
1755,ITM11754,WH_L72,162,0.98,0.653
1756,ITM11755,WH_L4,69,0.81,0.604
1757,ITM11756,WH_L78,146,0.83,0.7
1758,ITM11757,WH_L85,112,0.93,0.639
1759,ITM11758,WH_L89,70,0.94,0.529
1760,ITM11759,WH_L35,177,0.73,0.419
1761,ITM11760,WH_L4,113,0.91,0.668
1762,ITM11761,WH_L24,70,0.84,0.56
1763,ITM11762,WH_L35,85,0.74,0.496
1764,ITM11763,WH_L90,24,0.78,0.749
1765,ITM11764,WH_L98,141,0.71,0.451
1766,ITM11765,WH_L40,160,0.81,0.79
1767,ITM11766,WH_L44,164,0.78,0.664
1768,ITM11767,WH_L45,112,0.81,0.674
1769,ITM11768,WH_L1,174,0.87,0.464
1770,ITM11769,WH_L24,174,0.92,0.552
1771,ITM11770,WH_L19,166,0.88,0.715
1772,ITM11771,WH_L73,166,0.9,0.883
1773,ITM11772,WH_L85,84,0.96,0.623
1774,ITM11773,WH_L52,37,0.96,0.655
1775,ITM11774,WH_L9,83,0.96,0.81
1776,ITM11775,WH_L19,142,0.75,0.567
1777,ITM11776,WH_L95,134,0.78,0.672
1778,ITM11777,WH_L82,65,0.85,0.369
1779,ITM11778,WH_L4,73,0.81,0.613
1780,ITM11779,WH_L12,136,0.74,0.354
1781,ITM11780,WH_L96,130,0.79,0.593
1782,ITM11781,WH_L68,98,0.99,0.653
1783,ITM11782,WH_L28,26,0.8,0.703
1784,ITM11783,WH_L49,106,0.83,0.564
1785,ITM11784,WH_L54,64,0.7,0.469
1786,ITM11785,WH_L59,146,0.92,0.604
1787,ITM11786,WH_L44,119,0.82,0.707
1788,ITM11787,WH_L21,25,0.73,0.607
1789,ITM11788,WH_L48,153,0.99,0.745
1790,ITM11789,WH_L40,22,0.93,0.617
1791,ITM11790,WH_L93,87,0.92,0.647
1792,ITM11791,WH_L42,94,0.99,0.612
1793,ITM11792,WH_L100,82,0.82,0.527
1794,ITM11793,WH_L73,128,0.92,0.588
1795,ITM11794,WH_L77,178,0.76,0.733
1796,ITM11795,WH_L11,77,0.91,0.606
1797,ITM11796,WH_L7,83,0.7,0.443
1798,ITM11797,WH_L20,108,0.74,0.439
1799,ITM11798,WH_L21,126,0.83,0.726
1800,ITM11799,WH_L97,146,0.7,0.506
1801,ITM11800,WH_L80,155,0.84,0.649
1802,ITM11801,WH_L7,147,0.86,0.565
1803,ITM11802,WH_L87,124,0.89,0.356
1804,ITM11803,WH_L11,63,0.73,0.839
1805,ITM11804,WH_L35,88,0.75,0.656
1806,ITM11805,WH_L57,24,0.88,0.655
1807,ITM11806,WH_L85,148,0.9,0.503
1808,ITM11807,WH_L55,177,0.71,0.69
1809,ITM11808,WH_L63,127,0.86,0.76
1810,ITM11809,WH_L78,121,0.94,0.568
1811,ITM11810,WH_L57,115,0.72,0.705
1812,ITM11811,WH_L54,114,0.82,0.673
1813,ITM11812,WH_L35,56,0.8,0.64
1814,ITM11813,WH_L28,127,0.97,0.673
1815,ITM11814,WH_L97,135,0.76,0.644
1816,ITM11815,WH_L66,157,0.8,0.586
1817,ITM11816,WH_L15,107,0.97,0.434
1818,ITM11817,WH_L45,159,0.8,0.512
1819,ITM11818,WH_L56,57,0.86,0.56
1820,ITM11819,WH_L15,91,0.71,0.504
1821,ITM11820,WH_L37,25,1.0,0.504
1822,ITM11821,WH_L87,142,0.95,0.551
1823,ITM11822,WH_L87,83,0.89,0.628
1824,ITM11823,WH_L76,30,0.72,0.516
1825,ITM11824,WH_L63,70,0.72,0.65
1826,ITM11825,WH_L68,33,0.86,0.569
1827,ITM11826,WH_L86,32,0.79,0.648
1828,ITM11827,WH_L40,96,0.89,0.719
1829,ITM11828,WH_L6,148,0.88,0.701
1830,ITM11829,WH_L29,11,0.95,0.49
1831,ITM11830,WH_L51,62,0.78,0.49
1832,ITM11831,WH_L77,148,0.87,0.623
1833,ITM11832,WH_L8,24,0.93,0.845
1834,ITM11833,WH_L1,149,0.85,0.541
1835,ITM11834,WH_L27,131,0.95,0.437
1836,ITM11835,WH_L39,132,0.74,0.446
1837,ITM11836,WH_L28,173,0.92,0.664
1838,ITM11837,WH_L99,101,0.98,0.474
1839,ITM11838,WH_L18,32,0.8,0.511
1840,ITM11839,WH_L98,164,0.81,0.703
1841,ITM11840,WH_L33,97,0.73,0.529
1842,ITM11841,WH_L38,151,0.89,0.563
1843,ITM11842,WH_L42,108,0.87,0.564
1844,ITM11843,WH_L16,36,0.71,0.713
1845,ITM11844,WH_L1,30,0.93,0.592
1846,ITM11845,WH_L64,58,0.95,0.783
1847,ITM11846,WH_L96,53,0.97,0.693
1848,ITM11847,WH_L56,53,0.86,0.658
1849,ITM11848,WH_L23,137,0.84,0.543
1850,ITM11849,WH_L17,179,0.96,0.609
1851,ITM11850,WH_L49,32,0.82,0.606
1852,ITM11851,WH_L69,138,0.9,0.687
1853,ITM11852,WH_L91,134,0.88,0.439
1854,ITM11853,WH_L30,45,0.81,0.429
1855,ITM11854,WH_L65,64,0.73,0.583
1856,ITM11855,WH_L72,119,0.71,0.482
1857,ITM11856,WH_L86,25,0.83,0.7
1858,ITM11857,WH_L46,98,0.84,0.574
1859,ITM11858,WH_L10,27,0.95,0.708
1860,ITM11859,WH_L51,47,0.82,0.725
1861,ITM11860,WH_L95,29,0.78,0.542
1862,ITM11861,WH_L6,28,0.84,0.531
1863,ITM11862,WH_L56,22,0.77,0.755
1864,ITM11863,WH_L3,26,0.73,0.561
1865,ITM11864,WH_L59,39,0.73,0.49
1866,ITM11865,WH_L10,52,0.8,0.575
1867,ITM11866,WH_L41,57,0.7,0.618
1868,ITM11867,WH_L74,52,0.77,0.519
1869,ITM11868,WH_L55,102,0.94,0.644
1870,ITM11869,WH_L74,123,0.77,0.667
1871,ITM11870,WH_L52,75,0.73,0.54
1872,ITM11871,WH_L91,128,0.98,0.709
1873,ITM11872,WH_L82,62,0.89,0.664
1874,ITM11873,WH_L54,81,0.72,0.579
1875,ITM11874,WH_L38,87,0.72,0.426
1876,ITM11875,WH_L15,171,0.88,0.6
1877,ITM11876,WH_L52,83,0.86,0.581
1878,ITM11877,WH_L3,81,0.72,0.535
1879,ITM11878,WH_L42,22,0.77,0.513
1880,ITM11879,WH_L22,68,0.98,0.676
1881,ITM11880,WH_L80,41,0.87,0.75
1882,ITM11881,WH_L59,92,0.83,0.668
1883,ITM11882,WH_L89,129,0.78,0.621
1884,ITM11883,WH_L47,63,0.74,0.471
1885,ITM11884,WH_L12,11,0.82,0.689
1886,ITM11885,WH_L56,127,0.98,0.869
1887,ITM11886,WH_L14,46,0.71,0.753
1888,ITM11887,WH_L32,106,1.0,0.767
1889,ITM11888,WH_L56,112,0.76,0.466
1890,ITM11889,WH_L76,123,0.82,0.442
1891,ITM11890,WH_L52,170,0.71,0.754
1892,ITM11891,WH_L68,10,0.88,0.576
1893,ITM11892,WH_L11,137,0.85,0.408
1894,ITM11893,WH_L51,112,0.9,0.739
1895,ITM11894,WH_L40,165,0.86,0.646
1896,ITM11895,WH_L96,154,0.82,0.452
1897,ITM11896,WH_L44,66,0.92,0.549
1898,ITM11897,WH_L29,79,0.71,0.353
1899,ITM11898,WH_L43,53,0.86,0.602
1900,ITM11899,WH_L100,150,0.73,0.569
1901,ITM11900,WH_L22,85,0.83,0.495
1902,ITM11901,WH_L10,167,0.94,0.538
1903,ITM11902,WH_L66,94,0.74,0.648
1904,ITM11903,WH_L82,75,0.98,0.567
1905,ITM11904,WH_L15,62,0.97,0.848
1906,ITM11905,WH_L68,27,0.82,0.577
1907,ITM11906,WH_L66,37,0.7,0.519
1908,ITM11907,WH_L25,141,0.94,0.577
1909,ITM11908,WH_L100,51,0.96,0.65
1910,ITM11909,WH_L45,135,0.75,0.6
1911,ITM11910,WH_L45,126,0.97,0.425
1912,ITM11911,WH_L94,143,0.97,0.518
1913,ITM11912,WH_L83,111,0.84,0.58
1914,ITM11913,WH_L19,146,0.94,0.503
1915,ITM11914,WH_L31,157,0.83,0.47
1916,ITM11915,WH_L14,47,0.87,0.529
1917,ITM11916,WH_L19,59,0.8,0.653
1918,ITM11917,WH_L33,69,0.75,0.663
1919,ITM11918,WH_L26,150,0.92,0.74
1920,ITM11919,WH_L23,128,0.7,0.549
1921,ITM11920,WH_L78,108,0.87,0.652
1922,ITM11921,WH_L20,103,0.96,0.72
1923,ITM11922,WH_L98,179,0.77,0.661
1924,ITM11923,WH_L98,77,0.8,0.618
1925,ITM11924,WH_L84,162,0.88,0.749
1926,ITM11925,WH_L10,168,0.77,0.471
1927,ITM11926,WH_L23,149,0.95,0.521
1928,ITM11927,WH_L99,73,0.81,0.508
1929,ITM11928,WH_L81,88,0.87,0.733
1930,ITM11929,WH_L64,62,0.77,0.576
1931,ITM11930,WH_L60,35,0.71,0.649
1932,ITM11931,WH_L97,147,0.75,0.443
1933,ITM11932,WH_L73,149,0.71,0.525
1934,ITM11933,WH_L98,159,0.84,0.605
1935,ITM11934,WH_L75,30,0.88,0.698
1936,ITM11935,WH_L58,172,0.71,0.533
1937,ITM11936,WH_L88,80,0.73,0.837
1938,ITM11937,WH_L73,91,0.85,0.493
1939,ITM11938,WH_L83,164,0.94,0.712
1940,ITM11939,WH_L82,69,0.89,0.637
1941,ITM11940,WH_L80,108,0.73,0.6
1942,ITM11941,WH_L42,56,0.97,0.55
1943,ITM11942,WH_L81,152,0.98,0.501
1944,ITM11943,WH_L41,33,0.8,0.494
1945,ITM11944,WH_L20,19,0.88,0.597
1946,ITM11945,WH_L57,129,0.85,0.653
1947,ITM11946,WH_L9,161,0.98,0.514
1948,ITM11947,WH_L61,97,0.85,0.327
1949,ITM11948,WH_L57,113,0.99,0.6
1950,ITM11949,WH_L81,133,0.76,0.623
1951,ITM11950,WH_L39,43,0.8,0.413
1952,ITM11951,WH_L36,50,0.93,0.546
1953,ITM11952,WH_L76,177,0.94,0.503
1954,ITM11953,WH_L8,20,0.92,0.744
1955,ITM11954,WH_L46,10,0.96,0.567
1956,ITM11955,WH_L65,167,0.91,0.564
1957,ITM11956,WH_L10,91,0.89,0.511
1958,ITM11957,WH_L40,35,0.84,0.618
1959,ITM11958,WH_L60,62,0.84,0.67
1960,ITM11959,WH_L58,134,0.82,0.586
1961,ITM11960,WH_L5,18,0.89,0.462
1962,ITM11961,WH_L8,18,0.82,0.581
1963,ITM11962,WH_L48,138,0.74,0.571
1964,ITM11963,WH_L37,68,0.73,0.665
1965,ITM11964,WH_L10,115,0.98,0.679
1966,ITM11965,WH_L83,134,0.71,0.529
1967,ITM11966,WH_L12,25,0.73,0.6
1968,ITM11967,WH_L79,47,0.83,0.631
1969,ITM11968,WH_L77,148,0.78,0.577
1970,ITM11969,WH_L65,162,0.82,0.648
1971,ITM11970,WH_L50,68,0.74,0.659
1972,ITM11971,WH_L60,38,0.74,0.682
1973,ITM11972,WH_L75,177,0.94,0.507
1974,ITM11973,WH_L71,17,0.93,0.599
1975,ITM11974,WH_L95,107,0.73,0.759
1976,ITM11975,WH_L6,143,0.9,0.56
1977,ITM11976,WH_L58,118,0.88,0.736
1978,ITM11977,WH_L74,117,0.91,0.502
1979,ITM11978,WH_L84,158,0.84,0.583
1980,ITM11979,WH_L25,66,0.78,0.696
1981,ITM11980,WH_L42,85,0.9,0.641
1982,ITM11981,WH_L78,122,0.81,0.427
1983,ITM11982,WH_L61,15,0.77,0.623
1984,ITM11983,WH_L65,133,0.82,0.706
1985,ITM11984,WH_L20,143,0.93,0.557
1986,ITM11985,WH_L8,62,0.84,0.594
1987,ITM11986,WH_L58,141,0.79,0.613
1988,ITM11987,WH_L14,18,0.95,0.688
1989,ITM11988,WH_L44,78,0.96,0.694
1990,ITM11989,WH_L92,83,0.83,0.711
1991,ITM11990,WH_L11,120,0.81,0.532
1992,ITM11991,WH_L65,96,0.88,0.599
1993,ITM11992,WH_L83,13,0.72,0.48
1994,ITM11993,WH_L23,46,0.91,0.628
1995,ITM11994,WH_L6,80,0.93,0.758
1996,ITM11995,WH_L32,15,0.82,0.687
1997,ITM11996,WH_L91,60,0.75,0.546
1998,ITM11997,WH_L57,108,0.71,0.567
1999,ITM11998,WH_L57,105,0.89,0.768
2000,ITM11999,WH_L68,151,0.78,0.551
2001,ITM12000,WH_L67,20,0.84,0.578
2002,ITM12001,WH_L79,19,0.82,0.668
2003,ITM12002,WH_L21,22,0.75,0.603
2004,ITM12003,WH_L47,130,0.85,0.573
2005,ITM12004,WH_L48,171,0.84,0.543
2006,ITM12005,WH_L37,69,0.89,0.848
2007,ITM12006,WH_L50,14,0.78,0.593
2008,ITM12007,WH_L53,169,0.76,0.564
2009,ITM12008,WH_L100,21,0.94,0.624
2010,ITM12009,WH_L44,150,0.91,0.577
2011,ITM12010,WH_L87,94,0.93,0.668
2012,ITM12011,WH_L77,126,0.74,0.534
2013,ITM12012,WH_L7,131,0.77,0.791
2014,ITM12013,WH_L81,50,0.87,0.735
2015,ITM12014,WH_L83,57,0.96,0.609
2016,ITM12015,WH_L43,60,0.97,0.756
2017,ITM12016,WH_L9,127,0.95,0.489
2018,ITM12017,WH_L43,105,0.71,0.318
2019,ITM12018,WH_L13,85,0.95,0.7
2020,ITM12019,WH_L72,55,0.97,0.664
2021,ITM12020,WH_L87,109,0.72,0.653
2022,ITM12021,WH_L50,47,0.82,0.569
2023,ITM12022,WH_L37,101,0.86,0.764
2024,ITM12023,WH_L33,150,0.77,0.68
2025,ITM12024,WH_L93,159,0.86,0.72
2026,ITM12025,WH_L85,139,0.97,0.693
2027,ITM12026,WH_L78,102,0.96,0.63
2028,ITM12027,WH_L20,86,0.98,0.634
2029,ITM12028,WH_L43,22,0.85,0.581
2030,ITM12029,WH_L11,66,0.82,0.552
2031,ITM12030,WH_L75,171,0.9,0.824
2032,ITM12031,WH_L85,156,0.83,0.696
2033,ITM12032,WH_L19,146,0.71,0.668
2034,ITM12033,WH_L45,125,0.92,0.725
2035,ITM12034,WH_L40,104,0.78,0.601
2036,ITM12035,WH_L84,170,0.71,0.641
2037,ITM12036,WH_L90,164,0.71,0.765
2038,ITM12037,WH_L85,139,0.98,0.653
2039,ITM12038,WH_L51,88,0.78,0.613
2040,ITM12039,WH_L17,66,0.83,0.583
2041,ITM12040,WH_L77,104,0.99,0.552
2042,ITM12041,WH_L91,66,0.84,0.675
2043,ITM12042,WH_L11,153,0.72,0.653
2044,ITM12043,WH_L40,116,0.87,0.47
2045,ITM12044,WH_L72,88,0.73,0.694
2046,ITM12045,WH_L49,143,0.73,0.535
2047,ITM12046,WH_L83,23,0.96,0.558
2048,ITM12047,WH_L43,36,0.79,0.603
2049,ITM12048,WH_L17,47,0.9,0.571
2050,ITM12049,WH_L86,156,0.85,0.688
2051,ITM12050,WH_L90,174,0.77,0.545
2052,ITM12051,WH_L95,136,0.86,0.546
2053,ITM12052,WH_L88,13,0.72,0.777
2054,ITM12053,WH_L68,67,0.8,0.678
2055,ITM12054,WH_L12,146,0.86,0.442
2056,ITM12055,WH_L83,122,0.77,0.662
2057,ITM12056,WH_L86,177,0.9,0.373
2058,ITM12057,WH_L55,152,0.72,0.471
2059,ITM12058,WH_L66,13,0.85,0.51
2060,ITM12059,WH_L47,61,0.91,0.736
2061,ITM12060,WH_L3,155,0.83,0.537
2062,ITM12061,WH_L47,108,0.96,0.636
2063,ITM12062,WH_L40,178,0.89,0.707
2064,ITM12063,WH_L24,102,0.99,0.445
2065,ITM12064,WH_L28,126,0.79,0.527
2066,ITM12065,WH_L44,13,0.98,0.591
2067,ITM12066,WH_L99,94,0.88,0.391
2068,ITM12067,WH_L63,176,0.92,0.733
2069,ITM12068,WH_L25,16,0.97,0.625
2070,ITM12069,WH_L29,134,0.87,0.686
2071,ITM12070,WH_L18,160,0.96,0.482
2072,ITM12071,WH_L20,94,0.86,0.667
2073,ITM12072,WH_L10,72,0.88,0.481
2074,ITM12073,WH_L38,132,0.83,0.644
2075,ITM12074,WH_L13,178,0.74,0.622
2076,ITM12075,WH_L65,98,0.87,0.447
2077,ITM12076,WH_L99,104,0.99,0.545
2078,ITM12077,WH_L70,128,0.94,0.584
2079,ITM12078,WH_L95,53,0.92,0.633
2080,ITM12079,WH_L68,111,0.89,0.44
2081,ITM12080,WH_L5,54,0.8,0.517
2082,ITM12081,WH_L85,126,0.75,0.712
2083,ITM12082,WH_L44,60,0.77,0.427
2084,ITM12083,WH_L99,74,0.7,0.52
2085,ITM12084,WH_L80,63,0.9,0.497
2086,ITM12085,WH_L17,81,0.94,0.686
2087,ITM12086,WH_L77,129,0.78,0.641
2088,ITM12087,WH_L49,177,0.73,0.53
2089,ITM12088,WH_L20,152,0.8,0.593
2090,ITM12089,WH_L21,28,0.79,0.652
2091,ITM12090,WH_L24,19,0.84,0.806
2092,ITM12091,WH_L89,25,0.78,0.628
2093,ITM12092,WH_L99,168,0.8,0.728
2094,ITM12093,WH_L80,117,0.97,0.562
2095,ITM12094,WH_L22,25,0.8,0.386
2096,ITM12095,WH_L93,89,0.94,0.371
2097,ITM12096,WH_L57,37,0.89,0.682
2098,ITM12097,WH_L6,157,0.8,0.71
2099,ITM12098,WH_L53,172,0.95,0.575
2100,ITM12099,WH_L47,18,0.88,0.591
2101,ITM12100,WH_L87,113,0.7,0.551
2102,ITM12101,WH_L93,147,0.72,0.667
2103,ITM12102,WH_L31,54,0.93,0.621
2104,ITM12103,WH_L57,118,0.83,0.624
2105,ITM12104,WH_L79,152,0.82,0.39
2106,ITM12105,WH_L37,39,0.74,0.475
2107,ITM12106,WH_L97,57,0.75,0.56
2108,ITM12107,WH_L96,177,0.94,0.686
2109,ITM12108,WH_L58,100,0.95,0.593
2110,ITM12109,WH_L30,100,0.87,0.687
2111,ITM12110,WH_L69,83,0.79,0.569
2112,ITM12111,WH_L31,53,0.98,0.576
2113,ITM12112,WH_L40,143,0.89,0.576
2114,ITM12113,WH_L61,126,0.94,0.569
2115,ITM12114,WH_L25,33,0.7,0.55
2116,ITM12115,WH_L48,16,0.84,0.486
2117,ITM12116,WH_L87,15,0.96,0.564
2118,ITM12117,WH_L74,127,0.8,0.705
2119,ITM12118,WH_L57,170,0.92,0.723
2120,ITM12119,WH_L60,94,0.9,0.519
2121,ITM12120,WH_L99,119,0.75,0.712
2122,ITM12121,WH_L37,175,0.93,0.733
2123,ITM12122,WH_L100,154,0.73,0.596
2124,ITM12123,WH_L49,40,0.92,0.767
2125,ITM12124,WH_L65,174,1.0,0.644
2126,ITM12125,WH_L68,148,0.99,0.57
2127,ITM12126,WH_L54,142,0.94,0.68
2128,ITM12127,WH_L21,73,0.86,0.451
2129,ITM12128,WH_L26,85,0.9,0.481
2130,ITM12129,WH_L78,140,0.92,0.642
2131,ITM12130,WH_L18,65,0.7,0.644
2132,ITM12131,WH_L33,72,0.73,0.701
2133,ITM12132,WH_L7,114,0.88,0.531
2134,ITM12133,WH_L83,47,0.7,0.537
2135,ITM12134,WH_L62,63,0.97,0.574
2136,ITM12135,WH_L48,139,0.85,0.607
2137,ITM12136,WH_L71,11,0.78,0.71
2138,ITM12137,WH_L14,149,0.82,0.567
2139,ITM12138,WH_L92,49,0.96,0.687
2140,ITM12139,WH_L67,11,0.98,0.601
2141,ITM12140,WH_L16,114,0.73,0.447
2142,ITM12141,WH_L37,134,0.93,0.7
2143,ITM12142,WH_L11,89,0.87,0.643
2144,ITM12143,WH_L98,56,0.88,0.448
2145,ITM12144,WH_L21,173,0.93,0.784
2146,ITM12145,WH_L35,141,0.77,0.726
2147,ITM12146,WH_L58,161,0.86,0.74
2148,ITM12147,WH_L66,100,0.8,0.345
2149,ITM12148,WH_L19,110,0.73,0.536
2150,ITM12149,WH_L56,139,0.73,0.535
2151,ITM12150,WH_L12,24,0.74,0.747
2152,ITM12151,WH_L29,58,0.88,0.555
2153,ITM12152,WH_L58,121,0.73,0.669
2154,ITM12153,WH_L45,44,0.87,0.685
2155,ITM12154,WH_L4,125,0.88,0.581
2156,ITM12155,WH_L54,103,0.97,0.676
2157,ITM12156,WH_L7,33,0.89,0.51
2158,ITM12157,WH_L51,69,1.0,0.496
2159,ITM12158,WH_L65,86,0.71,0.708
2160,ITM12159,WH_L48,57,0.91,0.578
2161,ITM12160,WH_L31,160,0.71,0.782
2162,ITM12161,WH_L50,149,0.92,0.635
2163,ITM12162,WH_L11,50,0.82,0.627
2164,ITM12163,WH_L48,166,0.88,0.582
2165,ITM12164,WH_L29,137,0.79,0.631
2166,ITM12165,WH_L4,160,0.75,0.831
2167,ITM12166,WH_L41,40,0.92,0.477
2168,ITM12167,WH_L13,158,0.97,0.638
2169,ITM12168,WH_L92,33,0.76,0.776
2170,ITM12169,WH_L84,18,0.98,0.736
2171,ITM12170,WH_L43,159,0.74,0.453
2172,ITM12171,WH_L19,141,0.92,0.572
2173,ITM12172,WH_L18,86,0.99,0.629
2174,ITM12173,WH_L5,140,0.74,0.711
2175,ITM12174,WH_L37,129,0.83,0.701
2176,ITM12175,WH_L61,165,0.8,0.604
2177,ITM12176,WH_L90,99,0.82,0.52
2178,ITM12177,WH_L18,126,0.93,0.74
2179,ITM12178,WH_L98,119,0.9,0.715
2180,ITM12179,WH_L91,130,0.99,0.756
2181,ITM12180,WH_L61,107,0.76,0.453
2182,ITM12181,WH_L58,24,0.86,0.718
2183,ITM12182,WH_L79,145,0.83,0.493
2184,ITM12183,WH_L1,61,0.98,0.683
2185,ITM12184,WH_L11,64,0.7,0.65
2186,ITM12185,WH_L3,46,1.0,0.616
2187,ITM12186,WH_L33,141,0.84,0.529
2188,ITM12187,WH_L28,64,0.89,0.678
2189,ITM12188,WH_L20,21,0.81,0.517
2190,ITM12189,WH_L71,156,0.96,0.838
2191,ITM12190,WH_L94,46,0.87,0.678
2192,ITM12191,WH_L78,16,0.9,0.778
2193,ITM12192,WH_L68,64,0.89,0.662
2194,ITM12193,WH_L55,37,0.81,0.48
2195,ITM12194,WH_L15,46,0.72,0.405
2196,ITM12195,WH_L100,84,0.94,0.616
2197,ITM12196,WH_L37,123,0.79,0.626
2198,ITM12197,WH_L31,176,0.95,0.669
2199,ITM12198,WH_L39,115,0.88,0.662
2200,ITM12199,WH_L16,160,0.81,0.66
2201,ITM12200,WH_L7,119,0.88,0.649
2202,ITM12201,WH_L31,93,0.89,0.442
2203,ITM12202,WH_L54,20,0.91,0.836
2204,ITM12203,WH_L82,75,0.95,0.506
2205,ITM12204,WH_L80,22,0.75,0.594
2206,ITM12205,WH_L59,178,0.98,0.652
2207,ITM12206,WH_L9,24,0.82,0.618
2208,ITM12207,WH_L15,65,0.96,0.718
2209,ITM12208,WH_L64,168,0.77,0.601
2210,ITM12209,WH_L77,62,0.71,0.544
2211,ITM12210,WH_L69,70,0.87,0.659
2212,ITM12211,WH_L3,137,0.8,0.592
2213,ITM12212,WH_L81,51,1.0,0.479
2214,ITM12213,WH_L66,38,0.73,0.556
2215,ITM12214,WH_L74,164,0.71,0.421
2216,ITM12215,WH_L31,53,0.71,0.481
2217,ITM12216,WH_L92,142,0.77,0.493
2218,ITM12217,WH_L19,122,0.87,0.749
2219,ITM12218,WH_L38,115,0.85,0.649
2220,ITM12219,WH_L55,47,0.81,0.658
2221,ITM12220,WH_L1,124,0.73,0.508
2222,ITM12221,WH_L79,139,0.77,0.624
2223,ITM12222,WH_L46,118,0.76,0.49
2224,ITM12223,WH_L31,93,0.92,0.433
2225,ITM12224,WH_L74,172,0.93,0.633
2226,ITM12225,WH_L54,55,0.93,0.854
2227,ITM12226,WH_L24,101,0.99,0.475
2228,ITM12227,WH_L86,114,0.97,0.402
2229,ITM12228,WH_L86,81,0.85,0.74
2230,ITM12229,WH_L11,148,0.82,0.51
2231,ITM12230,WH_L68,38,0.97,0.6
2232,ITM12231,WH_L47,56,0.88,0.568
2233,ITM12232,WH_L9,120,0.79,0.641
2234,ITM12233,WH_L68,16,0.87,0.483
2235,ITM12234,WH_L70,126,1.0,0.745
2236,ITM12235,WH_L65,73,0.95,0.82
2237,ITM12236,WH_L65,91,0.78,0.601
2238,ITM12237,WH_L71,73,0.99,0.707
2239,ITM12238,WH_L3,101,0.99,0.326
2240,ITM12239,WH_L50,21,0.77,0.711
2241,ITM12240,WH_L61,21,0.97,0.626
2242,ITM12241,WH_L6,45,0.96,0.611
2243,ITM12242,WH_L82,38,0.71,0.476
2244,ITM12243,WH_L50,148,0.9,0.762
2245,ITM12244,WH_L48,94,0.79,0.804
2246,ITM12245,WH_L33,83,0.9,0.613
2247,ITM12246,WH_L96,56,0.97,0.625
2248,ITM12247,WH_L3,170,0.85,0.453
2249,ITM12248,WH_L46,90,0.82,0.279
2250,ITM12249,WH_L9,130,0.98,0.649
2251,ITM12250,WH_L45,52,0.99,0.515
2252,ITM12251,WH_L31,155,0.72,0.641
2253,ITM12252,WH_L94,83,0.98,0.46
2254,ITM12253,WH_L85,62,0.72,0.614
2255,ITM12254,WH_L81,48,0.8,0.711
2256,ITM12255,WH_L14,116,0.93,0.49
2257,ITM12256,WH_L99,171,0.93,0.472
2258,ITM12257,WH_L75,46,0.92,0.636
2259,ITM12258,WH_L95,178,0.71,0.762
2260,ITM12259,WH_L97,106,0.74,0.586
2261,ITM12260,WH_L43,58,0.98,0.711
2262,ITM12261,WH_L18,137,0.72,0.673
2263,ITM12262,WH_L6,19,0.72,0.759
2264,ITM12263,WH_L46,49,0.95,0.58
2265,ITM12264,WH_L70,155,0.89,0.642
2266,ITM12265,WH_L44,162,0.81,0.762
2267,ITM12266,WH_L83,115,0.75,0.564
2268,ITM12267,WH_L23,50,0.97,0.605
2269,ITM12268,WH_L100,173,1.0,0.597
2270,ITM12269,WH_L88,11,0.71,0.574
