demand_id,item_id,daily_demand,demand_std_dev,forecasted_demand_next_7d,total_orders_last_month
1861,ITM11860,29.78,9.89,116.49,120
1862,ITM11861,23.16,0.71,257.2,312
1863,ITM11862,38.95,2.09,274.05,761
1864,ITM11863,11.25,9.75,100.28,772
1865,ITM11864,23.2,6.47,80.17,579
1866,ITM11865,8.66,4.78,143.77,834
1867,ITM11866,47.92,1.25,226.29,259
1868,ITM11867,39.16,6.86,54.67,166
1869,ITM11868,37.1,1.81,237.5,665
1870,ITM11869,34.82,6.88,158.68,126
1871,ITM11870,21.74,9.8,50.83,364
1872,ITM11871,46.24,5.55,204.81,60
1873,ITM11872,4.57,2.53,192.18,942
1874,ITM11873,40.36,6.44,190.49,100
1875,ITM11874,11.55,5.37,228.89,56
1876,ITM11875,16.88,5.56,62.55,972
1877,ITM11876,26.45,5.04,212.27,598
1878,ITM11877,39.35,6.9,267.32,310
1879,ITM11878,42.09,5.93,163.79,623
1880,ITM11879,29.6,9.88,150.95,561
1881,ITM11880,20.75,8.35,241.36,249
1882,ITM11881,47.38,3.01,52.41,379
1883,ITM11882,13.08,7.39,108.85,139
1884,ITM11883,40.35,2.54,257.6,640
1885,ITM11884,30.99,7.93,154.93,104
1886,ITM11885,19.47,1.9,253.73,961
1887,ITM11886,1.07,5.0,83.04,270
1888,ITM11887,22.88,8.01,122.98,141
1889,ITM11888,14.56,3.16,248.85,635
1890,ITM11889,6.11,8.45,57.41,105
1891,ITM11890,4.68,6.62,269.49,793
1892,ITM11891,18.03,4.28,99.86,228
1893,ITM11892,31.12,4.52,292.08,991
1894,ITM11893,42.04,9.3,250.04,110
1895,ITM11894,9.99,2.57,142.12,921
1896,ITM11895,21.81,7.09,225.25,166
1897,ITM11896,20.21,7.22,171.03,639
1898,ITM11897,26.16,9.26,257.44,285
1899,ITM11898,40.67,7.28,160.25,82
1900,ITM11899,28.13,6.05,296.52,616
1901,ITM11900,42.49,9.07,48.72,292
1902,ITM11901,26.41,8.38,206.18,835
1903,ITM11902,30.59,7.31,81.24,957
1904,ITM11903,22.43,0.81,65.46,123
1905,ITM11904,41.33,4.05,128.39,70
1906,ITM11905,46.27,6.5,116.56,914
1907,ITM11906,32.32,5.46,23.44,762
1908,ITM11907,41.22,3.53,134.04,203
1909,ITM11908,3.89,1.87,286.06,303
1910,ITM11909,45.4,5.75,145.39,256
1911,ITM11910,10.26,3.22,97.53,198
1912,ITM11911,13.57,2.71,285.23,967
1913,ITM11912,3.61,4.29,156.66,744
1914,ITM11913,48.3,7.96,93.26,351
1915,ITM11914,42.75,5.13,237.07,346
1916,ITM11915,45.75,2.56,74.85,540
1917,ITM11916,42.51,1.61,81.85,822
1918,ITM11917,24.5,5.24,104.06,93
1919,ITM11918,46.28,8.05,124.48,193
1920,ITM11919,48.5,6.7,179.03,293
1921,ITM11920,25.63,2.71,159.43,468
1922,ITM11921,9.61,4.65,225.68,566
1923,ITM11922,33.27,8.62,217.98,111
1924,ITM11923,48.8,2.19,23.21,907
1925,ITM11924,43.74,5.55,48.83,587
1926,ITM11925,43.23,3.88,72.41,366
1927,ITM11926,46.76,1.68,183.32,484
1928,ITM11927,44.8,0.97,269.63,886
1929,ITM11928,39.04,5.78,104.22,745
1930,ITM11929,36.2,0.7,289.49,867
1931,ITM11930,13.97,1.48,60.13,430
1932,ITM11931,31.45,3.8,278.17,85
1933,ITM11932,26.55,0.91,242.29,969
1934,ITM11933,43.24,4.3,122.82,591
1935,ITM11934,25.09,1.74,69.83,630
1936,ITM11935,7.26,3.82,123.47,281
1937,ITM11936,1.24,8.02,71.98,737
1938,ITM11937,34.22,6.45,172.73,839
1939,ITM11938,27.95,4.73,176.7,82
1940,ITM11939,17.22,1.37,232.77,630
1941,ITM11940,9.28,6.38,163.08,401
1942,ITM11941,23.87,2.06,110.09,304
1943,ITM11942,5.91,1.23,274.36,99
1944,ITM11943,17.47,6.81,32.62,72
1945,ITM11944,19.58,9.16,244.55,303
1946,ITM11945,23.82,4.88,128.78,443
1947,ITM11946,23.86,0.89,62.52,725
1948,ITM11947,13.59,8.86,44.9,931
1949,ITM11948,42.66,1.14,74.02,322
1950,ITM11949,18.42,8.74,45.37,742
1951,ITM11950,12.25,4.22,143.09,908
1952,ITM11951,9.61,3.97,111.41,299
1953,ITM11952,16.81,5.66,113.41,286
1954,ITM11953,4.31,9.59,55.49,953
1955,ITM11954,2.61,9.04,201.33,281
1956,ITM11955,30.65,4.97,186.26,477
1957,ITM11956,31.34,7.11,294.86,683
1958,ITM11957,26.95,6.01,58.62,291
1959,ITM11958,38.35,7.09,251.86,183
1960,ITM11959,2.92,8.38,19.82,120
1961,ITM11960,46.86,0.83,31.26,907
1962,ITM11961,5.66,3.59,197.93,514
1963,ITM11962,34.03,9.61,127.88,470
1964,ITM11963,7.54,9.52,76.85,359
1965,ITM11964,44.12,0.61,10.8,328
1966,ITM11965,26.02,2.41,202.31,268
1967,ITM11966,5.03,9.94,137.85,746
1968,ITM11967,31.22,5.18,59.53,356
1969,ITM11968,1.45,5.94,291.94,363
1970,ITM11969,39.03,2.08,111.74,452
1971,ITM11970,32.88,9.0,97.89,972
1972,ITM11971,11.42,2.7,157.99,778
1973,ITM11972,19.36,2.3,90.39,537
1974,ITM11973,1.38,2.67,89.1,842
1975,ITM11974,34.99,9.24,290.22,454
1976,ITM11975,16.81,7.18,85.73,428
1977,ITM11976,29.01,7.8,185.59,330
1978,ITM11977,47.88,4.08,20.86,686
1979,ITM11978,15.67,9.14,54.76,740
1980,ITM11979,49.52,8.0,16.4,376
1981,ITM11980,32.0,7.63,165.0,84
1982,ITM11981,12.86,9.72,152.57,119
1983,ITM11982,22.4,3.98,105.97,409
1984,ITM11983,37.28,6.3,213.08,739
1985,ITM11984,22.88,9.14,191.48,960
1986,ITM11985,4.36,8.01,184.1,457
1987,ITM11986,9.26,5.85,107.51,610
1988,ITM11987,39.77,1.22,104.87,629
1989,ITM11988,32.77,6.7,263.3,568
1990,ITM11989,28.92,5.5,167.75,655
1991,ITM11990,9.21,2.25,88.95,433
1992,ITM11991,42.05,8.88,167.53,130
1993,ITM11992,48.08,3.76,87.36,487
1994,ITM11993,3.0,4.18,63.74,299
1995,ITM11994,4.82,6.89,91.83,87
1996,ITM11995,44.35,5.14,192.38,911
1997,ITM11996,40.96,1.35,159.59,94
1998,ITM11997,31.28,4.18,57.71,408
1999,ITM11998,47.3,1.4,273.29,186
2000,ITM11999,32.68,2.31,154.51,872
2001,ITM12000,11.58,0.57,240.18,869
2002,ITM12001,36.7,2.22,105.9,510
2003,ITM12002,32.64,3.64,287.69,416
2004,ITM12003,49.3,5.61,228.11,354
2005,ITM12004,11.48,9.23,141.81,278
2006,ITM12005,30.3,5.63,271.66,232
2007,ITM12006,39.23,7.2,218.07,516
2008,ITM12007,17.61,3.9,134.85,887
2009,ITM12008,19.6,7.64,292.5,253
2010,ITM12009,44.51,6.39,96.58,672
2011,ITM12010,20.81,4.87,84.41,948
2012,ITM12011,31.61,2.34,269.45,117
2013,ITM12012,44.57,3.38,215.14,918
2014,ITM12013,11.28,6.4,110.2,599
2015,ITM12014,49.11,4.55,77.22,759
2016,ITM12015,35.4,8.95,61.63,354
2017,ITM12016,25.31,2.73,100.91,653
2018,ITM12017,22.12,1.19,46.41,825
2019,ITM12018,47.76,6.1,52.15,804
2020,ITM12019,11.08,8.92,235.22,677
2021,ITM12020,16.27,3.97,28.49,144
2022,ITM12021,16.08,6.65,137.39,774
2023,ITM12022,15.16,2.7,127.45,295
2024,ITM12023,23.96,5.81,288.46,734
2025,ITM12024,49.47,7.97,145.01,846
2026,ITM12025,44.55,8.74,56.65,128
2027,ITM12026,17.07,1.5,35.64,482
2028,ITM12027,21.72,3.89,222.41,329
2029,ITM12028,33.8,6.58,52.84,710
2030,ITM12029,1.84,0.83,282.02,418
2031,ITM12030,41.19,7.06,172.17,328
2032,ITM12031,44.11,5.52,126.49,400
2033,ITM12032,43.0,3.24,208.46,275
2034,ITM12033,19.38,8.24,67.69,973
2035,ITM12034,23.64,3.26,120.85,977
2036,ITM12035,1.61,9.92,19.69,455
2037,ITM12036,20.57,8.26,264.53,495
2038,ITM12037,23.56,7.23,133.32,372
2039,ITM12038,45.44,1.08,230.06,679
2040,ITM12039,44.81,9.09,275.89,122
2041,ITM12040,48.34,8.01,199.31,567
2042,ITM12041,44.37,2.68,118.97,370
2043,ITM12042,1.4,4.23,189.66,71
2044,ITM12043,32.43,3.05,114.5,228
2045,ITM12044,4.34,9.85,174.52,757
2046,ITM12045,14.36,8.61,135.33,158
2047,ITM12046,29.34,9.34,53.46,421
2048,ITM12047,35.33,7.99,236.23,746
2049,ITM12048,33.08,4.84,153.96,505
2050,ITM12049,3.4,2.45,65.14,616
2051,ITM12050,6.08,2.48,268.63,278
2052,ITM12051,7.3,1.94,257.43,987
2053,ITM12052,5.48,5.69,172.06,997
2054,ITM12053,9.73,9.24,291.39,580
2055,ITM12054,34.74,9.92,278.88,413
2056,ITM12055,41.71,3.23,270.13,946
2057,ITM12056,21.03,7.12,48.65,474
2058,ITM12057,34.95,6.17,95.44,265
2059,ITM12058,10.8,5.14,128.96,97
2060,ITM12059,48.69,6.82,251.25,514
2061,ITM12060,18.15,4.03,262.66,721
2062,ITM12061,42.45,9.47,227.93,995
2063,ITM12062,47.32,7.2,147.0,959
2064,ITM12063,43.37,7.66,56.95,322
2065,ITM12064,4.29,2.8,20.21,657
2066,ITM12065,32.87,2.1,212.8,79
2067,ITM12066,6.88,4.25,298.3,682
2068,ITM12067,1.28,7.78,110.19,928
2069,ITM12068,3.54,9.42,174.93,996
2070,ITM12069,45.89,4.56,245.07,915
2071,ITM12070,45.51,7.85,64.08,239
2072,ITM12071,12.07,4.97,250.57,201
2073,ITM12072,27.81,3.3,191.35,425
2074,ITM12073,47.8,7.52,175.26,304
2075,ITM12074,25.34,8.08,231.06,752
2076,ITM12075,20.29,2.43,79.88,703
2077,ITM12076,24.68,3.4,188.29,807
2078,ITM12077,39.72,5.2,79.71,83
2079,ITM12078,24.39,2.27,62.07,236
2080,ITM12079,39.38,9.32,190.77,928
2081,ITM12080,22.15,6.12,88.09,498
2082,ITM12081,13.35,1.65,217.17,135
2083,ITM12082,17.0,2.25,159.2,722
2084,ITM12083,4.81,9.57,211.54,925
2085,ITM12084,25.37,7.51,268.57,167
2086,ITM12085,8.26,7.48,50.09,672
2087,ITM12086,40.77,1.19,29.35,107
2088,ITM12087,21.61,9.01,125.98,67
2089,ITM12088,38.49,4.72,217.85,928
2090,ITM12089,47.77,6.77,266.98,920
2091,ITM12090,42.62,9.62,20.09,189
2092,ITM12091,47.62,1.45,239.96,507
2093,ITM12092,28.83,5.08,31.87,755
2094,ITM12093,9.1,0.97,178.37,691
2095,ITM12094,46.83,5.25,109.79,261
2096,ITM12095,43.56,2.9,15.12,535
2097,ITM12096,43.36,9.16,38.16,845
2098,ITM12097,34.97,4.29,112.58,169
2099,ITM12098,31.62,6.52,286.59,940
2100,ITM12099,1.72,8.67,54.9,603
2101,ITM12100,37.65,9.85,88.87,52
2102,ITM12101,5.49,5.29,298.3,993
2103,ITM12102,13.73,4.83,149.38,278
2104,ITM12103,28.02,1.22,86.05,278
2105,ITM12104,23.13,0.62,188.62,392
2106,ITM12105,1.77,6.28,136.45,190
2107,ITM12106,41.38,1.12,258.91,106
2108,ITM12107,44.06,4.11,12.31,265
2109,ITM12108,34.41,0.53,299.07,692
2110,ITM12109,27.51,6.34,29.23,163
2111,ITM12110,48.08,4.54,165.77,752
2112,ITM12111,6.88,1.71,212.25,804
2113,ITM12112,37.16,3.32,169.45,343
2114,ITM12113,7.29,5.91,97.22,876
2115,ITM12114,19.71,6.74,258.08,77
2116,ITM12115,29.69,4.89,134.82,587
2117,ITM12116,37.12,8.14,97.2,645
2118,ITM12117,1.18,1.57,232.82,908
2119,ITM12118,13.77,1.3,52.3,370
2120,ITM12119,27.37,0.92,69.45,891
2121,ITM12120,27.11,5.59,83.3,763
2122,ITM12121,32.24,7.21,136.12,622
2123,ITM12122,15.89,1.74,15.9,746
2124,ITM12123,27.49,6.57,297.61,807
2125,ITM12124,10.3,5.03,184.04,562
2126,ITM12125,10.16,9.88,291.51,977
2127,ITM12126,29.25,7.32,244.16,804
2128,ITM12127,34.59,6.75,48.95,81
2129,ITM12128,6.9,5.92,70.63,796
2130,ITM12129,7.02,9.97,19.99,460
2131,ITM12130,28.7,9.81,251.8,446
2132,ITM12131,14.23,5.61,182.1,66
2133,ITM12132,20.23,4.82,72.37,973
2134,ITM12133,20.64,4.89,291.32,650
2135,ITM12134,9.75,4.57,223.65,101
2136,ITM12135,1.06,5.55,214.6,419
2137,ITM12136,42.8,3.1,87.43,213
2138,ITM12137,36.04,9.3,100.88,352
2139,ITM12138,34.84,5.16,203.71,499
2140,ITM12139,27.78,8.5,182.13,977
2141,ITM12140,35.35,5.02,197.71,593
2142,ITM12141,46.85,7.32,264.86,759
2143,ITM12142,33.62,3.7,56.52,551
2144,ITM12143,13.99,6.44,43.74,400
2145,ITM12144,28.96,5.23,173.74,428
2146,ITM12145,22.67,3.99,155.05,488
2147,ITM12146,28.26,8.87,126.83,250
2148,ITM12147,26.36,1.57,272.37,156
2149,ITM12148,43.08,5.13,171.93,554
2150,ITM12149,32.94,2.35,174.5,433
2151,ITM12150,10.25,8.68,116.26,897
2152,ITM12151,4.09,2.91,109.78,906
2153,ITM12152,21.79,6.52,296.41,345
2154,ITM12153,1.76,2.07,190.69,77
2155,ITM12154,16.6,4.35,249.28,386
2156,ITM12155,19.03,9.04,139.76,336
2157,ITM12156,19.4,2.08,65.64,680
2158,ITM12157,48.99,6.8,104.2,392
2159,ITM12158,15.89,2.44,110.38,80
2160,ITM12159,14.0,4.45,173.82,715
2161,ITM12160,7.34,5.64,54.84,821
2162,ITM12161,26.04,5.98,122.24,536
2163,ITM12162,8.53,6.22,39.17,668
2164,ITM12163,31.2,6.58,153.99,300
2165,ITM12164,8.6,3.08,284.75,412
2166,ITM12165,29.26,4.31,108.29,156
2167,ITM12166,41.49,0.85,24.42,555
2168,ITM12167,3.08,7.8,186.54,491
2169,ITM12168,21.57,8.45,194.07,166
2170,ITM12169,23.59,2.39,149.08,294
2171,ITM12170,39.76,2.41,125.09,128
2172,ITM12171,23.93,0.9,268.87,790
2173,ITM12172,28.81,9.72,282.15,535
2174,ITM12173,39.77,8.17,205.22,72
2175,ITM12174,28.43,3.93,155.36,246
2176,ITM12175,18.56,5.08,29.59,410
2177,ITM12176,5.21,3.27,97.3,749
2178,ITM12177,36.77,6.17,92.68,476
2179,ITM12178,43.69,7.31,26.89,266
2180,ITM12179,48.53,4.75,254.58,808
2181,ITM12180,46.4,8.8,261.44,715
2182,ITM12181,40.07,5.41,274.59,756
2183,ITM12182,32.53,1.87,225.12,677
2184,ITM12183,39.29,6.41,216.05,245
2185,ITM12184,22.17,4.89,148.57,616
2186,ITM12185,30.14,9.39,258.65,736
2187,ITM12186,18.09,4.22,157.94,492
2188,ITM12187,17.01,4.33,18.6,508
2189,ITM12188,38.08,6.68,179.62,508
2190,ITM12189,23.24,5.51,123.23,533
2191,ITM12190,11.4,4.06,161.18,193
2192,ITM12191,10.89,9.9,137.8,363
2193,ITM12192,43.1,3.37,154.07,924
2194,ITM12193,34.21,3.14,41.49,778
2195,ITM12194,27.76,8.71,14.21,306
2196,ITM12195,20.65,0.53,108.65,688
2197,ITM12196,22.11,2.41,83.82,523
2198,ITM12197,3.81,6.11,82.52,734
2199,ITM12198,23.29,2.04,281.76,655
2200,ITM12199,39.98,9.87,247.51,548
2201,ITM12200,20.01,4.91,13.88,951
2202,ITM12201,19.8,6.17,12.53,268
2203,ITM12202,1.77,2.02,235.3,613
2204,ITM12203,23.43,3.25,295.61,580
2205,ITM12204,2.24,6.34,144.91,407
2206,ITM12205,28.95,5.72,135.61,286
2207,ITM12206,25.83,7.95,89.99,732
2208,ITM12207,42.16,3.06,203.32,324
2209,ITM12208,29.51,6.71,146.78,856
2210,ITM12209,16.85,3.26,58.58,925
2211,ITM12210,26.3,6.07,149.6,721
2212,ITM12211,35.29,6.25,119.15,801
2213,ITM12212,5.6,1.66,268.04,626
2214,ITM12213,31.43,5.71,233.76,266
2215,ITM12214,45.91,0.61,213.36,608
2216,ITM12215,15.66,5.26,104.88,446
2217,ITM12216,31.7,7.13,50.49,123
2218,ITM12217,41.25,1.19,260.76,725
2219,ITM12218,26.08,9.42,109.4,759
2220,ITM12219,36.18,4.86,181.96,972
2221,ITM12220,16.24,9.41,181.34,377
2222,ITM12221,16.0,1.52,279.14,457
2223,ITM12222,33.71,9.52,59.8,197
2224,ITM12223,35.57,1.54,233.78,135
2225,ITM12224,46.91,4.88,144.15,570
2226,ITM12225,12.02,9.41,60.68,552
2227,ITM12226,23.94,2.71,252.34,814
2228,ITM12227,13.28,0.83,247.84,281
2229,ITM12228,4.92,8.03,21.65,937
2230,ITM12229,20.76,6.16,215.74,547
2231,ITM12230,19.33,5.38,54.52,472
2232,ITM12231,14.25,0.83,187.0,516
2233,ITM12232,15.55,6.71,196.7,296
2234,ITM12233,18.66,2.13,202.92,419
2235,ITM12234,49.45,9.35,44.83,562
2236,ITM12235,39.36,7.01,183.51,828
2237,ITM12236,4.5,7.22,38.96,154
2238,ITM12237,43.75,2.71,226.21,283
2239,ITM12238,32.03,8.87,28.49,507
2240,ITM12239,44.64,5.61,229.77,306
2241,ITM12240,17.74,8.64,266.21,524
2242,ITM12241,23.76,3.07,96.58,642
2243,ITM12242,44.92,7.68,235.7,684
2244,ITM12243,14.36,5.96,131.08,221
2245,ITM12244,45.86,0.96,241.34,868
2246,ITM12245,41.6,4.35,209.01,322
2247,ITM12246,49.05,2.25,93.85,920
2248,ITM12247,16.89,3.91,66.18,808
2249,ITM12248,12.55,4.14,275.28,924
2250,ITM12249,17.21,5.01,253.3,937
2251,ITM12250,47.78,6.2,201.37,243
2252,ITM12251,17.32,5.92,111.32,161
2253,ITM12252,28.7,0.87,158.03,72
2254,ITM12253,20.78,7.63,171.78,986
2255,ITM12254,20.41,9.52,34.96,943
2256,ITM12255,10.48,3.81,291.95,364
2257,ITM12256,27.32,2.21,36.63,251
2258,ITM12257,42.62,5.63,219.29,550
2259,ITM12258,3.42,7.2,152.91,667
2260,ITM12259,44.57,6.95,230.36,655
2261,ITM12260,33.61,6.32,85.67,74
2262,ITM12261,31.22,1.89,124.58,706
2263,ITM12262,31.67,8.45,162.4,557
2264,ITM12263,15.52,4.54,45.01,415
2265,ITM12264,21.34,2.6,257.03,580
2266,ITM12265,40.17,1.32,297.55,771
2267,ITM12266,16.01,4.46,131.1,643
2268,ITM12267,24.03,6.37,119.28,95
2269,ITM12268,1.96,6.82,182.28,84
2270,ITM12269,36.94,9.65,209.71,251
2271,ITM12270,21.47,1.95,261.89,584
2272,ITM12271,26.74,9.86,118.14,414
2273,ITM12272,6.62,6.72,231.8,519
2274,ITM12273,49.59,4.82,79.62,349
2275,ITM12274,15.82,8.94,207.33,826
2276,ITM12275,32.11,7.1,145.36,465
2277,ITM12276,29.48,3.81,201.89,395
2278,ITM12277,39.47,8.9,120.14,398
2279,ITM12278,15.4,6.83,95.36,748
2280,ITM12279,38.04,7.14,150.94,859
2281,ITM12280,19.74,9.02,269.58,239
2282,ITM12281,21.15,4.76,205.71,452
2283,ITM12282,33.96,6.74,187.38,801
2284,ITM12283,39.43,7.57,218.76,398
2285,ITM12284,33.68,4.81,221.44,422
2286,ITM12285,45.09,1.29,95.48,688
2287,ITM12286,14.97,7.83,77.49,554
2288,ITM12287,45.13,0.95,157.65,340
2289,ITM12288,7.41,7.32,52.87,953
2290,ITM12289,33.32,9.15,147.67,160
2291,ITM12290,27.83,3.8,210.98,604
2292,ITM12291,25.24,1.47,12.15,552
2293,ITM12292,16.23,2.71,42.23,350
2294,ITM12293,25.68,5.84,289.02,695
2295,ITM12294,8.93,9.46,279.1,62
2296,ITM12295,19.1,5.37,131.2,572
2297,ITM12296,5.84,1.57,181.11,151
2298,ITM12297,29.02,6.46,55.03,246
2299,ITM12298,5.69,7.46,105.99,440
2300,ITM12299,8.86,4.24,239.95,104
2301,ITM12300,5.19,7.35,258.23,232
2302,ITM12301,19.68,3.59,127.53,68
2303,ITM12302,42.26,8.0,100.21,412
2304,ITM12303,45.44,3.74,207.69,823
2305,ITM12304,4.52,2.93,218.19,522
2306,ITM12305,32.09,8.85,295.3,58
2307,ITM12306,34.53,5.71,212.23,709
2308,ITM12307,27.15,3.21,79.65,74
2309,ITM12308,33.68,9.38,27.4,355
2310,ITM12309,12.45,7.06,84.71,633
2311,ITM12310,24.99,2.6,75.73,483
2312,ITM12311,20.15,6.34,36.92,471
2313,ITM12312,5.4,8.77,138.87,883
2314,ITM12313,31.65,7.11,93.56,106
2315,ITM12314,25.27,2.83,278.28,583
2316,ITM12315,14.48,6.66,127.13,873
2317,ITM12316,24.21,6.38,264.22,597
2318,ITM12317,38.99,8.3,98.95,228
2319,ITM12318,40.28,2.19,251.13,117
2320,ITM12319,32.83,7.15,141.81,545
2321,ITM12320,23.92,0.76,19.38,50
2322,ITM12321,29.21,7.11,151.22,97
2323,ITM12322,19.87,9.62,75.76,466
2324,ITM12323,7.2,2.16,99.16,713
2325,ITM12324,19.9,3.46,208.46,994
2326,ITM12325,26.99,6.04,163.56,246
2327,ITM12326,30.34,7.46,267.7,619
2328,ITM12327,46.85,3.77,281.43,97
2329,ITM12328,39.09,6.81,210.38,404
2330,ITM12329,8.45,9.04,260.43,283
2331,ITM12330,9.53,7.4,66.57,486
2332,ITM12331,5.92,7.25,32.99,749
2333,ITM12332,37.17,4.13,106.56,943
2334,ITM12333,35.6,9.16,104.46,675
2335,ITM12334,49.33,3.13,202.88,139
2336,ITM12335,26.58,2.45,253.7,418
2337,ITM12336,41.49,3.96,96.1,988
2338,ITM12337,29.25,6.68,133.18,218
2339,ITM12338,43.83,8.69,40.44,412
2340,ITM12339,36.33,1.75,129.69,971
2341,ITM12340,32.5,8.23,72.18,922
2342,ITM12341,28.69,8.22,120.91,226
2343,ITM12342,36.43,6.08,87.24,549
2344,ITM12343,21.56,7.73,244.53,753
2345,ITM12344,5.73,2.23,11.18,182
2346,ITM12345,2.96,2.11,108.23,221
2347,ITM12346,24.47,8.7,291.08,579
2348,ITM12347,30.37,5.23,206.91,812
2349,ITM12348,4.86,2.84,233.93,490
2350,ITM12349,15.06,7.04,259.36,161
2351,ITM12350,16.78,8.97,114.93,89
2352,ITM12351,28.58,6.51,29.12,151
2353,ITM12352,14.65,3.8,129.1,418
2354,ITM12353,5.69,5.09,199.28,223
2355,ITM12354,9.08,7.65,117.53,875
2356,ITM12355,9.52,1.14,140.01,390
2357,ITM12356,42.29,2.56,249.4,969
2358,ITM12357,14.93,4.89,20.51,973
2359,ITM12358,36.02,6.24,107.07,863
2360,ITM12359,28.82,3.72,151.64,245
2361,ITM12360,48.87,3.33,96.76,633
2362,ITM12361,14.37,0.89,139.29,231
2363,ITM12362,8.76,0.81,126.51,802
2364,ITM12363,3.55,3.15,277.93,850
2365,ITM12364,12.81,5.54,153.01,372
2366,ITM12365,34.52,5.79,148.13,162
2367,ITM12366,5.18,5.19,83.8,901
2368,ITM12367,12.99,4.39,23.43,724
2369,ITM12368,42.91,2.9,96.85,600
2370,ITM12369,29.56,4.31,17.89,284
2371,ITM12370,4.41,1.82,249.76,554
2372,ITM12371,3.34,1.59,69.24,992
2373,ITM12372,4.0,3.35,274.25,120
2374,ITM12373,47.15,9.96,266.89,268
2375,ITM12374,42.64,3.6,202.76,566
2376,ITM12375,42.4,9.4,260.14,802
2377,ITM12376,46.29,4.23,264.6,214
2378,ITM12377,25.76,4.67,235.14,562
2379,ITM12378,13.12,8.07,157.3,430
2380,ITM12379,20.67,1.39,285.51,233
2381,ITM12380,36.22,2.23,247.14,952
2382,ITM12381,43.93,9.75,46.83,418
2383,ITM12382,22.32,5.31,131.77,497
2384,ITM12383,27.23,0.92,166.51,57
2385,ITM12384,46.66,0.95,163.53,669
2386,ITM12385,6.27,9.12,120.07,431
2387,ITM12386,43.25,8.8,164.18,431
2388,ITM12387,8.81,4.85,36.97,497
2389,ITM12388,24.71,2.05,200.02,746
2390,ITM12389,11.7,8.39,154.35,845
2391,ITM12390,30.54,3.58,238.42,203
2392,ITM12391,28.37,4.48,211.08,83
2393,ITM12392,19.62,6.98,42.7,546
2394,ITM12393,43.3,3.86,111.71,913
2395,ITM12394,33.33,6.47,223.51,71
2396,ITM12395,36.34,8.91,107.7,429
2397,ITM12396,8.38,8.08,174.4,197
2398,ITM12397,44.28,4.13,288.77,959
2399,ITM12398,9.18,3.24,33.18,712
2400,ITM12399,11.92,3.21,65.18,628
2401,ITM12400,7.27,3.81,149.38,964
2402,ITM12401,22.58,5.19,224.15,639
2403,ITM12402,44.5,4.46,105.73,793
2404,ITM12403,13.37,1.76,44.06,600
2405,ITM12404,19.31,2.05,101.57,726
2406,ITM12405,42.46,3.76,196.89,148
2407,ITM12406,31.27,5.84,239.84,690
2408,ITM12407,37.83,6.13,293.33,580
2409,ITM12408,11.49,5.12,230.79,320
2410,ITM12409,36.11,7.52,152.76,50
2411,ITM12410,12.15,7.5,94.86,336
2412,ITM12411,49.38,4.56,278.98,229
2413,ITM12412,28.43,1.68,164.92,988
2414,ITM12413,35.09,5.54,209.75,305
2415,ITM12414,6.8,4.12,147.01,223
2416,ITM12415,13.28,1.81,80.21,903
2417,ITM12416,7.85,9.83,168.61,99
2418,ITM12417,20.12,4.01,253.57,581
2419,ITM12418,14.92,6.45,121.16,666
2420,ITM12419,36.91,5.16,203.93,239
2421,ITM12420,6.33,1.86,22.28,800
2422,ITM12421,37.85,1.03,281.6,92
2423,ITM12422,3.24,6.44,291.28,566
2424,ITM12423,10.9,2.85,122.03,809
2425,ITM12424,39.81,2.81,154.53,115
2426,ITM12425,37.4,9.59,56.57,445
2427,ITM12426,24.34,4.89,66.9,300
2428,ITM12427,3.45,0.78,184.6,177
2429,ITM12428,30.88,3.73,191.83,746
2430,ITM12429,20.93,6.05,109.07,237
2431,ITM12430,16.51,3.62,118.47,232
2432,ITM12431,32.38,0.76,156.81,632
2433,ITM12432,22.39,4.72,282.54,627
2434,ITM12433,5.53,1.51,53.4,890
2435,ITM12434,45.88,6.38,169.94,811
2436,ITM12435,39.15,6.39,26.87,716
2437,ITM12436,3.76,0.86,142.92,461
2438,ITM12437,26.73,3.26,125.19,982
2439,ITM12438,5.09,4.43,57.62,128
2440,ITM12439,42.03,5.73,57.56,68
2441,ITM12440,31.04,3.31,140.53,527
2442,ITM12441,9.45,3.23,46.71,996
2443,ITM12442,2.02,9.84,95.49,830
2444,ITM12443,2.55,0.9,30.65,94
2445,ITM12444,25.86,9.9,96.22,823
2446,ITM12445,36.98,0.95,164.77,271
2447,ITM12446,6.92,3.24,225.72,178
2448,ITM12447,11.84,5.19,250.82,667
2449,ITM12448,17.04,1.86,107.97,812
2450,ITM12449,11.69,1.78,282.25,682
2451,ITM12450,20.18,2.93,79.78,279
2452,ITM12451,28.42,9.75,33.37,842
2453,ITM12452,34.56,4.11,278.25,276
2454,ITM12453,48.22,5.88,166.55,971
2455,ITM12454,46.61,7.19,111.9,446
2456,ITM12455,28.94,7.55,270.45,324
2457,ITM12456,36.97,7.04,234.97,187
2458,ITM12457,47.59,3.7,251.41,222
2459,ITM12458,5.09,1.56,94.78,376
2460,ITM12459,1.28,3.18,263.31,832
2461,ITM12460,2.46,2.5,198.43,264
2462,ITM12461,28.6,1.79,224.02,277
2463,ITM12462,38.38,0.73,100.6,156
2464,ITM12463,18.99,9.39,81.05,208
2465,ITM12464,27.72,9.25,128.37,943
2466,ITM12465,26.3,0.98,176.81,185
