item_id,category,unit_price,handling_cost_per_unit,holding_cost_per_unit_day,item_popularity_score
ITM11547,Pharma,80.36,4.93,1.83,0.16
ITM11548,Automotive,20.31,3.05,0.69,0.11
ITM11549,Automotive,147.59,2.74,0.23,0.89
ITM11550,Automotive,32.17,2.75,0.12,0.42
ITM11551,Groceries,12.74,3.63,0.64,1.0
ITM11552,Pharma,189.79,4.8,1.0,0.5
ITM11553,Groceries,46.65,2.15,0.1,0.27
ITM11554,Electronics,167.33,1.28,1.2,0.8
ITM11555,Automotive,193.25,1.33,0.73,0.93
ITM11556,Groceries,111.48,0.59,0.84,0.83
ITM11557,Groceries,109.96,3.0,0.6,0.77
ITM11558,Electronics,79.81,4.68,1.11,0.4
ITM11559,Apparel,90.86,3.71,0.54,0.16
ITM11560,Pharma,101.59,4.97,0.36,0.28
ITM11561,Apparel,38.9,4.59,1.79,0.5
ITM11562,Automotive,79.3,2.71,0.84,0.96
ITM11563,Groceries,165.06,2.69,0.25,0.75
ITM11564,Electronics,44.66,3.33,0.54,0.85
ITM11565,Electronics,148.67,1.0,0.69,0.35
ITM11566,Pharma,133.8,3.23,1.56,0.72
ITM11567,Apparel,20.89,2.59,0.14,0.88
ITM11568,Pharma,14.26,3.39,1.01,0.53
ITM11569,Groceries,76.98,3.04,0.87,0.49
ITM11570,Pharma,141.51,1.9,1.94,0.75
ITM11571,Electronics,72.78,3.23,0.44,0.6
ITM11572,Electronics,136.87,2.15,1.29,0.99
ITM11573,Automotive,136.44,1.38,0.48,0.48
ITM11574,Automotive,163.25,3.54,1.14,0.26
ITM11575,Groceries,28.9,1.88,1.15,0.52
ITM11576,Apparel,119.65,4.5,0.24,0.31
ITM11577,Pharma,21.87,1.4,0.97,0.61
ITM11578,Groceries,43.43,3.2,0.98,0.21
ITM11579,Automotive,71.85,3.07,0.71,0.95
ITM11580,Pharma,144.4,1.39,0.63,0.87
ITM11581,Automotive,195.04,2.48,0.53,0.24
ITM11582,Pharma,75.08,3.54,0.11,0.26
ITM11583,Apparel,109.02,1.93,0.1,0.56
ITM11584,Groceries,59.22,1.01,1.22,0.8
ITM11585,Pharma,138.34,3.27,0.65,0.3
ITM11586,Electronics,79.65,1.51,0.42,0.15
ITM11587,Electronics,101.5,3.57,1.4,0.59
ITM11588,Pharma,117.88,4.28,1.1,0.72
ITM11589,Pharma,140.39,1.06,1.84,0.32
ITM11590,Pharma,21.41,2.47,1.68,0.77
ITM11591,Electronics,115.43,2.5,1.48,0.96
ITM11592,Electronics,91.92,3.35,0.34,0.22
ITM11593,Pharma,35.42,2.0,1.37,0.56
ITM11594,Automotive,49.53,2.38,1.42,0.15
ITM11595,Automotive,177.94,0.55,1.55,0.29
ITM11596,Apparel,175.64,1.05,0.6,0.18
ITM11597,Groceries,16.33,3.06,1.32,0.46
ITM11598,Automotive,140.99,1.47,1.27,0.84
ITM11599,Electronics,115.3,1.15,0.83,0.62
ITM11600,Automotive,188.57,1.96,1.36,0.3
ITM11601,Apparel,182.52,1.24,0.26,0.14
ITM11602,Apparel,120.12,0.77,1.32,0.6
ITM11603,Groceries,36.4,1.78,1.25,0.22
ITM11604,Automotive,97.36,1.24,0.5,0.41
ITM11605,Electronics,147.78,4.1,1.65,0.56
ITM11606,Electronics,190.83,0.78,1.76,0.91
ITM11607,Pharma,79.13,3.86,0.5,0.17
ITM11608,Electronics,159.09,2.22,0.24,0.7
ITM11609,Groceries,139.83,3.54,1.25,0.11
ITM11610,Groceries,24.88,0.74,1.01,0.67
ITM11611,Electronics,116.02,4.64,0.91,0.6
ITM11612,Electronics,44.87,3.95,1.55,0.83
ITM11613,Pharma,139.87,1.13,1.94,0.58
ITM11614,Electronics,125.92,1.48,1.01,0.42
ITM11615,Pharma,194.88,3.4,0.11,0.32
ITM11616,Pharma,187.72,4.65,1.23,0.18
ITM11617,Electronics,11.78,2.51,1.34,0.58
ITM11618,Apparel,25.21,2.69,1.67,0.9
ITM11619,Apparel,156.14,1.57,0.48,0.56
ITM11620,Pharma,140.27,2.22,1.1,0.77
ITM11621,Electronics,162.18,1.79,0.95,0.37
ITM11622,Apparel,60.69,2.08,1.36,0.5
ITM11623,Electronics,171.37,0.59,0.22,0.39
ITM11624,Electronics,94.06,0.68,1.78,0.2
ITM11625,Electronics,59.76,3.56,1.07,0.48
ITM11626,Automotive,12.02,3.57,1.77,0.79
ITM11627,Electronics,175.56,1.99,0.75,0.46
ITM11628,Automotive,111.72,4.48,1.34,0.69
ITM11629,Pharma,195.32,1.7,1.92,0.78
ITM11630,Apparel,145.79,2.28,1.89,0.39
ITM11631,Apparel,25.28,3.79,1.89,0.82
ITM11632,Apparel,121.76,3.85,0.18,0.41
ITM11633,Apparel,13.25,4.38,0.87,0.33
ITM11634,Apparel,115.98,0.63,0.22,0.3
ITM11635,Apparel,76.54,1.33,0.69,0.28
ITM11636,Apparel,132.23,3.38,0.43,0.76
ITM11637,Pharma,112.9,2.02,1.28,0.9
ITM11638,Electronics,59.66,0.7,1.58,0.31
ITM11639,Groceries,40.85,3.14,1.08,0.18
ITM11640,Automotive,86.9,2.27,1.61,0.38
ITM11641,Groceries,197.5,2.14,0.12,0.69
ITM11642,Groceries,92.78,1.69,1.66,0.43
ITM11643,Electronics,152.27,0.53,0.44,0.59
ITM11644,Electronics,20.82,1.32,0.98,0.77
ITM11645,Electronics,81.98,2.63,0.94,0.47
ITM11646,Apparel,120.26,1.74,1.76,1.0
ITM11647,Pharma,152.73,4.43,1.94,0.37
ITM11648,Apparel,110.39,1.14,0.58,0.98
ITM11649,Pharma,107.91,4.44,0.23,0.28
ITM11650,Pharma,155.14,2.32,1.34,0.2
ITM11651,Groceries,69.52,1.74,1.06,0.78
ITM11652,Groceries,27.22,1.87,1.17,0.73
ITM11653,Pharma,75.96,1.99,0.19,0.83
ITM11654,Pharma,40.21,2.78,1.57,0.41
ITM11655,Apparel,193.53,2.09,0.54,0.94
ITM11656,Apparel,119.73,3.41,0.74,0.21
ITM11657,Groceries,94.85,2.41,0.53,0.13
ITM11658,Electronics,183.29,3.52,1.9,0.37
ITM11659,Pharma,181.07,3.22,0.42,0.82
ITM11660,Apparel,88.98,1.6,1.49,0.71
ITM11661,Groceries,176.2,4.16,0.57,0.49
ITM11662,Apparel,22.16,4.1,0.91,0.33
ITM11663,Pharma,178.29,4.95,1.99,0.15
ITM11664,Pharma,69.01,1.29,0.29,0.4
ITM11665,Automotive,117.37,4.32,1.77,0.51
ITM11666,Electronics,61.24,4.42,1.9,0.72
ITM11667,Automotive,197.11,3.39,1.43,0.68
ITM11668,Groceries,23.64,2.78,0.12,0.95
ITM11669,Apparel,94.92,4.81,1.66,0.19
ITM11670,Groceries,127.99,4.88,1.78,0.4
ITM11671,Pharma,126.97,3.39,1.96,0.53
ITM11672,Automotive,150.36,2.12,1.69,0.7
ITM11673,Automotive,147.64,4.18,0.95,0.55
ITM11674,Automotive,160.7,0.9,1.41,0.92
ITM11675,Groceries,54.51,1.81,1.02,0.65
ITM11676,Pharma,80.4,4.93,0.77,0.14
ITM11677,Apparel,82.59,4.16,1.29,0.2
ITM11678,Apparel,191.61,4.73,1.56,0.78
ITM11679,Groceries,87.77,3.18,1.31,0.74
ITM11680,Automotive,52.16,2.33,1.67,0.24
ITM11681,Electronics,130.15,4.91,0.44,0.15
ITM11682,Groceries,91.18,1.89,0.81,0.62
ITM11683,Groceries,57.52,3.91,0.69,0.67
ITM11684,Pharma,145.88,3.01,0.47,0.22
ITM11685,Apparel,46.47,1.53,0.94,0.53
ITM11686,Groceries,130.34,0.58,1.9,0.38
ITM11687,Groceries,91.8,2.23,1.12,0.94
ITM11688,Automotive,70.64,2.96,0.64,0.3
ITM11689,Automotive,189.74,1.32,0.77,0.76
ITM11690,Electronics,71.64,2.37,1.26,0.57
ITM11691,Pharma,76.03,3.27,0.77,0.11
ITM11692,Electronics,175.42,3.72,1.12,0.57
ITM11693,Automotive,34.52,0.74,0.62,0.19
ITM11694,Apparel,30.53,3.49,0.76,0.69
ITM11695,Automotive,63.71,0.76,1.44,0.61
ITM11696,Pharma,122.41,0.63,1.21,0.11
ITM11697,Automotive,83.02,1.19,0.28,0.28
ITM11698,Pharma,125.63,3.44,1.95,0.8
ITM11699,Pharma,40.35,0.74,0.19,0.35
ITM11700,Pharma,59.68,0.59,0.26,0.55
ITM11701,Pharma,117.38,1.03,1.43,0.38
ITM11702,Pharma,51.26,4.77,1.45,0.93
ITM11703,Apparel,90.33,4.58,0.14,0.58
ITM11704,Electronics,118.8,0.89,1.32,0.73
ITM11705,Groceries,194.99,1.87,0.16,0.18
ITM11706,Electronics,25.18,4.76,1.93,0.14
ITM11707,Pharma,97.48,0.94,1.42,0.33
ITM11708,Apparel,85.29,0.93,0.45,0.38
ITM11709,Automotive,166.61,0.89,0.4,0.72
ITM11710,Apparel,181.06,4.89,1.18,0.61
ITM11711,Pharma,182.33,3.84,1.3,0.44
ITM11712,Apparel,81.28,1.47,1.68,0.69
ITM11713,Apparel,67.88,0.71,1.82,0.25
ITM11714,Pharma,95.34,4.84,0.85,0.16
ITM11715,Apparel,75.36,2.41,1.7,0.87
ITM11716,Groceries,146.58,3.19,1.13,0.61
ITM11717,Groceries,50.58,1.76,0.99,0.68
ITM11718,Apparel,135.15,3.91,1.43,0.38
ITM11719,Automotive,186.13,1.39,0.3,0.43
ITM11720,Pharma,63.18,4.04,0.6,0.17
ITM11721,Groceries,138.61,1.54,1.65,0.87
ITM11722,Automotive,37.28,0.94,1.06,0.63
ITM11723,Apparel,33.06,2.65,1.83,0.18
ITM11724,Automotive,31.97,4.16,0.27,0.82
ITM11725,Electronics,36.32,2.23,0.7,0.5
ITM11726,Groceries,51.07,0.63,0.78,0.79
ITM11727,Apparel,116.94,2.99,0.9,0.11
ITM11728,Pharma,155.73,3.56,1.97,0.13
ITM11729,Apparel,34.1,3.83,0.69,0.25
ITM11730,Pharma,175.3,2.31,1.09,0.29
ITM11731,Apparel,170.12,0.94,1.12,0.79
ITM11732,Automotive,148.2,3.13,1.56,0.74
ITM11733,Automotive,90.93,1.98,1.08,0.65
ITM11734,Automotive,10.3,4.76,1.25,0.9
ITM11735,Electronics,149.61,2.76,1.53,0.32
ITM11736,Pharma,177.01,2.63,0.29,0.91
ITM11737,Automotive,73.7,1.89,1.93,0.92
ITM11738,Electronics,146.42,2.02,1.71,0.49
ITM11739,Pharma,21.79,2.81,0.84,0.18
ITM11740,Apparel,144.8,1.88,1.48,0.75
ITM11741,Electronics,22.98,4.52,1.55,0.4
ITM11742,Groceries,121.57,2.48,1.72,0.82
ITM11743,Electronics,123.54,1.81,0.46,0.25
ITM11744,Electronics,67.41,1.2,1.44,0.59
ITM11745,Pharma,25.03,3.53,0.16,0.56
ITM11746,Apparel,190.37,0.62,0.32,0.19
ITM11747,Groceries,111.76,2.52,1.57,0.43
ITM11748,Automotive,120.15,2.98,1.64,0.18
ITM11749,Automotive,126.85,2.03,1.23,0.52
ITM11750,Electronics,179.3,3.87,1.21,0.86
ITM11751,Pharma,21.45,3.54,1.52,0.34
ITM11752,Pharma,179.72,4.87,1.82,0.79
ITM11753,Automotive,55.54,2.79,0.9,0.27
ITM11754,Groceries,24.81,2.92,0.32,0.71
ITM11755,Apparel,134.88,1.61,1.69,0.92
ITM11756,Groceries,195.63,2.23,0.75,0.39
ITM11757,Apparel,20.88,0.62,0.35,0.91
ITM11758,Automotive,90.96,3.6,1.27,0.55
ITM11759,Apparel,110.66,1.9,1.2,0.39
ITM11760,Pharma,57.9,2.93,1.0,0.91
ITM11761,Electronics,196.75,1.65,1.73,0.13
ITM11762,Electronics,131.78,3.29,0.62,0.13
ITM11763,Automotive,170.43,2.51,0.13,0.64
ITM11764,Pharma,89.0,2.67,0.71,0.82
ITM11765,Groceries,77.25,4.74,0.12,0.78
ITM11766,Pharma,115.1,3.68,1.13,0.17
ITM11767,Electronics,92.7,1.68,0.82,0.96
ITM11768,Electronics,145.84,2.77,1.65,0.73
ITM11769,Pharma,60.51,2.6,1.62,0.95
ITM11770,Pharma,95.42,4.08,0.93,0.4
ITM11771,Electronics,180.08,4.25,0.51,0.72
ITM11772,Groceries,153.66,1.78,0.9,0.87
ITM11773,Automotive,41.93,4.2,1.32,0.44
ITM11774,Automotive,178.5,1.31,0.46,0.97
ITM11775,Pharma,121.91,3.93,1.57,0.34
ITM11776,Automotive,139.06,1.62,0.73,0.38
ITM11777,Electronics,65.91,1.84,1.87,0.93
ITM11778,Electronics,93.89,4.34,1.07,0.97
ITM11779,Pharma,163.29,2.39,1.71,0.36
ITM11780,Pharma,72.83,4.96,1.27,0.22
ITM11781,Pharma,41.36,1.18,1.15,0.78
ITM11782,Groceries,81.88,2.59,1.4,0.94
ITM11783,Automotive,23.15,3.8,1.64,0.64
ITM11784,Pharma,146.39,0.52,1.32,0.67
ITM11785,Apparel,38.07,1.18,1.61,0.79
ITM11786,Apparel,64.17,0.59,0.46,0.24
ITM11787,Electronics,177.41,4.97,0.63,0.98
ITM11788,Automotive,112.69,3.92,0.54,0.43
ITM11789,Pharma,71.05,2.18,1.62,0.67
ITM11790,Apparel,114.06,1.2,0.26,0.52
ITM11791,Automotive,51.47,0.91,1.61,0.52
ITM11792,Electronics,14.78,2.89,0.84,0.73
ITM11793,Groceries,124.71,4.89,0.25,1.0
ITM11794,Automotive,145.68,3.54,0.91,0.69
ITM11795,Automotive,177.16,2.14,0.67,0.81
ITM11796,Groceries,156.66,2.75,1.22,0.12
ITM11797,Automotive,186.07,5.0,1.0,0.83
ITM11798,Electronics,197.33,2.83,0.66,0.37
ITM11799,Electronics,151.54,4.84,1.74,0.21
ITM11800,Groceries,174.91,0.57,0.87,0.2
ITM11801,Pharma,138.01,3.74,0.99,0.71
ITM11802,Apparel,42.48,3.32,1.71,1.0
ITM11803,Pharma,44.52,3.58,0.27,0.7
ITM11804,Automotive,30.95,3.07,0.84,0.34
ITM11805,Apparel,189.17,0.7,0.87,0.28
ITM11806,Groceries,137.82,1.17,1.04,0.57
ITM11807,Groceries,160.08,4.65,0.3,0.16
ITM11808,Apparel,72.92,1.55,0.3,0.46
ITM11809,Electronics,97.48,4.97,0.89,0.7
ITM11810,Apparel,17.56,3.56,0.16,0.97
ITM11811,Automotive,178.91,2.5,0.58,0.48
ITM11812,Electronics,172.07,4.64,0.48,0.28
ITM11813,Groceries,159.11,4.08,1.03,0.84
ITM11814,Apparel,21.08,2.43,0.12,0.77
ITM11815,Pharma,43.11,0.81,1.38,0.87
ITM11816,Pharma,73.49,4.41,1.73,0.29
ITM11817,Automotive,59.98,3.94,1.44,0.46
ITM11818,Pharma,169.31,4.06,1.65,0.98
ITM11819,Apparel,47.02,3.85,1.32,0.24
ITM11820,Apparel,111.1,1.74,1.06,0.7
ITM11821,Pharma,118.56,4.36,0.52,0.31
ITM11822,Apparel,90.75,0.51,0.63,0.55
ITM11823,Automotive,55.73,1.57,0.7,0.82
ITM11824,Electronics,192.46,0.71,0.17,0.54
ITM11825,Automotive,88.55,1.0,1.83,0.82
ITM11826,Automotive,148.19,2.9,1.81,0.48
ITM11827,Apparel,44.97,0.67,0.3,1.0
ITM11828,Electronics,166.33,1.32,1.16,0.49
ITM11829,Apparel,51.02,1.55,0.99,0.23
ITM11830,Groceries,138.31,3.45,1.4,0.46
ITM11831,Apparel,106.23,2.61,1.25,0.77
ITM11832,Apparel,37.85,2.56,0.34,0.86
ITM11833,Apparel,14.74,3.96,1.35,0.51
ITM11834,Electronics,186.84,2.56,1.26,0.64
ITM11835,Apparel,33.88,2.07,1.11,0.86
ITM11836,Electronics,143.94,4.83,0.86,0.83
ITM11837,Pharma,134.01,0.54,1.91,0.69
ITM11838,Groceries,74.93,1.87,1.71,0.83
ITM11839,Electronics,45.22,3.24,1.21,0.62
ITM11840,Pharma,43.88,4.02,0.11,0.1
ITM11841,Electronics,121.21,4.17,0.92,0.14
ITM11842,Electronics,113.92,0.71,1.43,0.98
ITM11843,Groceries,176.43,3.69,0.32,0.23
ITM11844,Automotive,131.6,3.74,0.87,0.46
ITM11845,Automotive,165.66,1.46,0.46,0.94
ITM11846,Electronics,16.16,1.01,0.74,0.28
ITM11847,Apparel,137.49,3.87,0.15,0.86
ITM11848,Pharma,54.4,1.62,0.34,0.84
ITM11849,Apparel,58.04,0.51,0.96,0.99
ITM11850,Apparel,146.91,1.51,1.81,0.35
ITM11851,Electronics,160.75,0.64,1.03,0.38
ITM11852,Electronics,80.63,1.62,0.96,0.91
ITM11853,Electronics,160.11,2.01,1.6,0.31
ITM11854,Electronics,94.31,1.72,0.61,0.59
ITM11855,Automotive,172.95,4.64,0.28,0.74
ITM11856,Electronics,14.73,1.55,0.5,0.34
ITM11857,Automotive,25.86,2.6,1.6,0.94
ITM11858,Automotive,157.51,4.81,1.39,0.7
ITM11859,Electronics,128.58,4.46,0.27,0.14
ITM11860,Groceries,116.21,1.89,1.37,0.22
ITM11861,Pharma,126.66,1.97,1.87,0.27
ITM11862,Apparel,186.74,3.17,0.19,0.32
ITM11863,Automotive,134.55,4.63,1.27,0.76
ITM11864,Pharma,133.02,0.54,0.82,0.18
ITM11865,Groceries,154.3,2.27,1.05,0.42
ITM11866,Apparel,174.66,4.32,1.1,0.92
ITM11867,Apparel,59.76,2.35,1.56,0.6
ITM11868,Automotive,127.18,3.74,1.16,0.34
ITM11869,Electronics,120.96,3.61,1.23,0.96
ITM11870,Groceries,35.62,1.42,0.73,0.32
ITM11871,Automotive,108.86,2.52,0.34,0.91
ITM11872,Groceries,23.21,3.05,1.4,0.75
ITM11873,Electronics,45.14,3.72,0.1,0.77
ITM11874,Electronics,183.46,4.2,0.72,0.79
ITM11875,Automotive,32.66,3.92,0.51,0.56
ITM11876,Electronics,119.99,0.63,0.84,0.83
ITM11877,Pharma,71.46,3.52,0.69,0.85
ITM11878,Apparel,115.51,2.74,1.44,0.42
ITM11879,Automotive,54.64,3.08,0.59,0.46
ITM11880,Groceries,94.43,2.18,1.17,0.9
ITM11881,Pharma,174.79,3.71,0.97,0.57
ITM11882,Automotive,81.48,3.53,1.62,0.88
ITM11883,Electronics,77.08,3.11,0.91,0.66
ITM11884,Electronics,94.76,4.38,1.74,0.63
ITM11885,Electronics,29.09,0.96,0.1,0.13
ITM11886,Electronics,83.6,1.85,1.25,0.35
ITM11887,Groceries,11.31,2.73,0.12,0.55
ITM11888,Pharma,105.65,4.81,1.46,0.63
ITM11889,Apparel,171.11,0.82,0.55,0.67
ITM11890,Groceries,114.89,2.02,0.82,0.74
ITM11891,Groceries,125.47,4.67,0.82,0.69
ITM11892,Apparel,15.81,4.54,1.71,0.86
ITM11893,Apparel,173.31,4.39,0.29,0.37
ITM11894,Electronics,83.15,1.89,1.37,0.68
ITM11895,Groceries,195.22,4.31,1.96,0.15
ITM11896,Automotive,32.89,2.77,0.14,0.53
ITM11897,Apparel,189.49,3.29,1.94,0.34
ITM11898,Apparel,130.52,1.57,0.13,0.44
ITM11899,Pharma,19.94,3.68,1.7,0.42
ITM11900,Automotive,194.62,1.97,1.93,0.15
ITM11901,Automotive,12.64,2.05,1.99,0.52
ITM11902,Apparel,148.83,3.37,0.97,1.0
ITM11903,Electronics,179.01,1.58,1.75,0.37
ITM11904,Pharma,43.4,1.51,0.33,0.76
ITM11905,Automotive,75.24,2.16,0.91,0.59
ITM11906,Apparel,116.63,4.0,0.69,0.39
ITM11907,Automotive,139.16,1.51,0.85,0.18
ITM11908,Pharma,175.66,4.04,1.43,0.29
ITM11909,Pharma,154.6,3.63,0.27,0.8
ITM11910,Groceries,79.03,3.56,2.0,0.35
ITM11911,Apparel,166.13,2.64,1.31,0.23
ITM11912,Pharma,193.55,3.86,1.76,0.4
ITM11913,Groceries,53.13,0.56,1.68,0.63
ITM11914,Groceries,24.08,1.88,1.56,0.73
ITM11915,Automotive,91.06,3.56,0.17,0.45
ITM11916,Automotive,177.47,4.94,1.08,0.55
ITM11917,Groceries,38.56,0.51,0.72,0.51
ITM11918,Automotive,178.3,2.79,0.31,0.11
ITM11919,Pharma,198.52,4.66,0.75,0.46
ITM11920,Electronics,20.26,4.39,1.33,0.63
ITM11921,Pharma,104.1,0.6,0.54,0.61
ITM11922,Groceries,72.49,2.88,0.94,0.77
ITM11923,Groceries,84.8,0.52,0.87,0.7
ITM11924,Pharma,95.81,4.05,0.2,0.35
ITM11925,Automotive,150.54,1.89,1.29,0.33
ITM11926,Automotive,122.35,3.95,1.28,0.52
ITM11927,Groceries,192.63,4.75,1.94,0.76
ITM11928,Apparel,73.23,4.89,0.67,0.18
ITM11929,Automotive,112.89,4.52,0.9,0.95
ITM11930,Pharma,164.53,1.42,0.87,0.59
ITM11931,Automotive,80.88,1.38,1.85,0.38
ITM11932,Pharma,98.41,3.32,0.88,0.72
ITM11933,Groceries,140.15,2.95,0.94,0.14
ITM11934,Automotive,173.54,0.54,0.58,0.54
ITM11935,Pharma,88.98,2.26,0.1,0.54
ITM11936,Groceries,111.07,4.58,0.31,0.25
ITM11937,Apparel,195.27,4.54,1.44,0.85
ITM11938,Pharma,18.07,1.42,1.4,0.82
ITM11939,Apparel,95.16,2.22,0.71,0.24
ITM11940,Apparel,130.84,3.02,1.0,0.43
ITM11941,Electronics,11.6,4.34,0.67,0.19
ITM11942,Automotive,123.39,2.89,1.49,0.86
ITM11943,Pharma,20.68,4.86,1.7,0.39
ITM11944,Apparel,172.94,4.1,1.81,0.5
ITM11945,Electronics,163.35,4.79,0.43,0.39
ITM11946,Groceries,16.13,3.79,1.42,0.38
ITM11947,Pharma,19.27,4.45,1.93,0.77
ITM11948,Apparel,153.19,4.24,1.34,0.77
ITM11949,Automotive,80.21,1.64,0.77,0.57
ITM11950,Electronics,119.25,1.53,1.31,0.69
ITM11951,Apparel,61.36,4.39,1.41,0.56
ITM11952,Automotive,42.86,0.88,0.85,0.13
ITM11953,Apparel,66.25,2.34,0.3,0.16
ITM11954,Pharma,56.88,4.19,1.25,0.45
ITM11955,Pharma,95.18,4.16,1.62,0.77
ITM11956,Pharma,151.87,1.12,2.0,0.92
ITM11957,Electronics,115.28,2.69,0.52,0.13
ITM11958,Pharma,125.74,2.66,1.43,0.43
ITM11959,Automotive,99.31,1.96,0.15,0.3
ITM11960,Apparel,71.7,4.63,1.94,0.83
ITM11961,Groceries,37.27,3.44,0.12,0.86
ITM11962,Automotive,77.37,4.91,0.78,0.29
ITM11963,Automotive,136.39,0.8,0.25,0.74
ITM11964,Pharma,149.42,2.27,1.28,0.76
ITM11965,Electronics,99.14,4.26,0.75,0.26
ITM11966,Apparel,132.55,2.4,1.49,0.49
ITM11967,Electronics,50.0,1.68,1.02,0.66
ITM11968,Apparel,173.41,4.99,0.9,0.12
ITM11969,Apparel,174.53,4.43,0.76,0.46
ITM11970,Electronics,70.86,2.96,0.26,0.24
ITM11971,Automotive,114.07,3.03,0.49,0.59
ITM11972,Apparel,125.27,0.53,1.31,0.86
ITM11973,Electronics,99.76,4.91,1.04,0.57
ITM11974,Apparel,183.12,4.13,0.23,0.13
ITM11975,Groceries,150.55,0.67,1.13,0.13
ITM11976,Automotive,137.78,1.29,0.2,0.64
ITM11977,Pharma,108.82,4.19,1.07,0.4
ITM11978,Apparel,26.12,0.89,1.93,0.62
ITM11979,Groceries,30.49,4.74,0.68,0.25
ITM11980,Pharma,66.81,5.0,1.47,0.8
ITM11981,Pharma,50.19,4.49,1.52,0.87
ITM11982,Apparel,190.98,3.83,0.87,0.9
ITM11983,Electronics,87.86,2.69,1.23,0.37
ITM11984,Apparel,176.56,0.87,1.0,0.69
ITM11985,Groceries,165.44,3.79,0.64,0.35
ITM11986,Pharma,164.39,2.29,1.53,0.79
ITM11987,Apparel,50.98,3.07,1.44,0.21
ITM11988,Electronics,94.99,1.82,1.81,0.79
ITM11989,Apparel,70.41,1.59,1.27,0.5
ITM11990,Automotive,194.38,1.96,0.84,0.87
ITM11991,Electronics,176.58,4.16,1.46,0.77
ITM11992,Groceries,57.49,2.42,1.28,0.44
ITM11993,Pharma,69.57,1.9,1.27,0.91
ITM11994,Apparel,110.49,2.45,1.71,0.36
ITM11995,Electronics,62.94,0.65,1.83,0.97
ITM11996,Automotive,166.66,4.51,0.44,0.79
ITM11997,Electronics,165.65,2.98,0.7,0.99
ITM11998,Automotive,147.62,0.97,1.34,0.15
ITM11999,Groceries,140.97,1.8,1.16,0.35
ITM12000,Pharma,113.99,4.93,1.34,0.77
ITM12001,Groceries,75.95,3.17,0.92,0.93
ITM12002,Apparel,169.02,1.81,0.88,0.13
ITM12003,Electronics,173.18,2.42,0.32,0.1
ITM12004,Automotive,19.41,1.66,1.28,0.33
ITM12005,Automotive,85.74,0.64,0.43,0.87
ITM12006,Electronics,15.06,4.29,1.37,0.79
ITM12007,Electronics,169.5,1.82,1.94,0.41
ITM12008,Apparel,43.65,4.27,0.59,0.1
ITM12009,Groceries,138.03,2.65,0.37,0.6
ITM12010,Automotive,77.9,1.32,0.15,0.31
ITM12011,Apparel,165.05,4.11,0.82,0.77
ITM12012,Groceries,106.84,2.2,0.51,0.5
ITM12013,Apparel,71.64,3.68,1.03,0.71
ITM12014,Automotive,71.54,4.27,1.1,0.87
ITM12015,Electronics,72.12,4.83,0.76,0.58
ITM12016,Electronics,159.83,0.89,1.52,0.4
ITM12017,Groceries,145.11,0.54,1.82,0.79
ITM12018,Pharma,70.65,2.97,0.5,0.34
ITM12019,Groceries,103.14,1.69,1.69,0.9
ITM12020,Pharma,24.47,2.61,0.35,0.16
ITM12021,Apparel,167.23,0.83,0.53,0.85
ITM12022,Apparel,60.53,2.76,1.17,0.18
ITM12023,Automotive,178.95,1.06,0.68,0.15
ITM12024,Pharma,123.39,4.27,0.18,0.43
ITM12025,Automotive,117.89,3.92,0.66,0.96
ITM12026,Electronics,40.92,0.83,1.82,0.99
ITM12027,Pharma,23.21,4.26,0.43,0.28
ITM12028,Groceries,115.0,1.96,1.55,0.23
ITM12029,Electronics,98.92,2.09,1.47,0.42
ITM12030,Electronics,32.74,1.31,0.3,0.4
ITM12031,Groceries,168.76,4.26,0.73,0.78
ITM12032,Electronics,89.28,2.32,0.46,0.5
ITM12033,Pharma,59.49,0.72,0.14,0.8
ITM12034,Automotive,159.77,4.85,0.43,0.77
ITM12035,Electronics,183.48,1.65,0.48,0.62
ITM12036,Pharma,68.13,4.71,0.42,0.85
ITM12037,Apparel,157.43,1.86,0.27,0.28
ITM12038,Pharma,133.98,4.24,1.1,0.25
ITM12039,Automotive,198.05,3.49,0.71,0.78
ITM12040,Pharma,48.76,4.38,1.83,0.32
ITM12041,Groceries,192.53,4.89,0.46,0.1
ITM12042,Automotive,69.9,4.42,1.25,0.92
ITM12043,Apparel,88.27,2.32,1.81,0.66
ITM12044,Groceries,78.18,4.17,0.19,0.5
ITM12045,Pharma,61.01,3.7,1.08,0.75
ITM12046,Automotive,141.71,0.78,0.96,0.4
ITM12047,Apparel,121.94,4.68,1.86,0.96
ITM12048,Groceries,68.08,2.6,1.36,0.16
ITM12049,Apparel,35.12,1.11,0.76,0.68
ITM12050,Pharma,70.3,2.41,1.45,0.8
ITM12051,Apparel,82.43,3.21,1.21,0.52
ITM12052,Electronics,82.32,3.08,0.76,0.78
ITM12053,Groceries,77.88,3.09,1.59,0.93
ITM12054,Apparel,19.26,1.65,1.37,0.77
ITM12055,Pharma,98.17,3.35,0.11,0.38
ITM12056,Pharma,168.88,4.58,1.74,0.61
ITM12057,Apparel,44.27,2.25,0.85,0.92
ITM12058,Pharma,37.67,3.34,1.33,0.5
ITM12059,Automotive,99.65,1.6,0.85,0.71
ITM12060,Automotive,80.41,0.72,1.77,0.52
ITM12061,Automotive,116.64,3.14,1.34,0.21
ITM12062,Electronics,189.94,0.71,1.2,0.15
